epoch,valid_sequences,mean_reward,top1_reward,top5_mean_reward,policy_loss,kl_loss,kl_beta
125,16,6.544874999999999,7.911,7.624799999999999,0.21422922611236572,1.6859519481658936,0.1
126,16,5.8408750000000005,7.8,7.574599999999999,0.6864170432090759,1.748624563217163,0.1
127,16,6.18825,7.936,7.5123999999999995,0.6211522817611694,3.6816749572753906,0.1
128,16,6.47875,7.649,7.233199999999999,0.4154110550880432,2.474799156188965,0.1
129,16,4.9683125,7.393,6.9298,0.23140907287597656,4.7331132888793945,0.1
130,16,5.8683125,8.14,7.825800000000001,0.27708491683006287,3.1449553966522217,0.1
131,16,5.462375,7.934,7.533799999999999,0.22406411170959473,2.403244972229004,0.1
132,16,6.344374999999999,8.045,7.539599999999998,0.21492433547973633,2.0103189945220947,0.1
133,16,6.533250000000001,7.89,7.372,0.675204873085022,1.3674592971801758,0.1
134,16,6.588875,7.897,7.245599999999999,0.4868741035461426,2.5975589752197266,0.1
135,16,6.452812499999999,8.48,7.6575999999999995,0.619127094745636,4.6689863204956055,0.1
136,16,5.508375,7.544,7.377599999999999,0.5001828670501709,5.547013282775879,0.1
137,16,6.703625,7.921,7.6506,1.0947628021240234,1.4792075157165527,0.1
138,16,3.5144375,7.93,7.461,0.47423720359802246,3.079362392425537,0.1
139,16,6.477125,7.641,7.257000000000001,2.2802562713623047,4.303641319274902,0.1
140,16,6.5139375,8.3,7.569,0.270691454410553,3.425597667694092,0.1
141,16,5.522187499999999,8.055,7.3458,1.170261263847351,3.1479835510253906,0.1
142,16,4.96125,6.948,6.7084,0.6531538963317871,5.935810565948486,0.1
143,16,6.600937500000001,7.622,7.558,0.6046773791313171,1.5601205825805664,0.1
144,16,6.401625,7.729,7.265599999999999,0.3727855086326599,2.4890897274017334,0.1
145,16,6.3428125,8.037,7.4716000000000005,1.003941297531128,16.816734313964844,0.1
146,16,6.533625000000001,7.811,7.4902,0.6546004414558411,4.276084899902344,0.1
147,16,5.5851875,7.92,7.5896,0.370087206363678,3.4674370288848877,0.1
148,16,6.271375,7.422,7.1983999999999995,0.2966267466545105,2.700727701187134,0.1
149,16,5.695500000000001,8.429,8.099,0.8846907615661621,2.8715333938598633,0.1
150,16,6.788375,7.856,7.557199999999999,0.6980966925621033,3.7659807205200195,0.1
151,16,6.12875,7.412,7.1701999999999995,0.7748262286186218,4.77708625793457,0.1
152,16,6.1265625,7.573,7.009600000000001,0.7114816904067993,2.1810860633850098,0.1
153,16,6.634625,8.244,7.4504,1.0060710906982422,6.234023094177246,0.1
154,16,6.1652499999999995,7.976,7.2916,0.6318283081054688,2.3811354637145996,0.1
155,16,3.4053125,8.11,7.422199999999999,0.5725907683372498,9.927913665771484,0.1
156,16,6.873375,8.154,7.936800000000001,0.7142245173454285,2.9861183166503906,0.1
157,16,6.206875,7.381,6.9554,0.44175833463668823,7.293972969055176,0.1
158,16,4.629125,7.911,7.606199999999999,3.256855010986328,1.95832097530365,0.1
159,16,6.498374999999999,8.299,7.712000000000001,0.48964184522628784,5.958658218383789,0.1
160,16,5.492812499999999,7.771,7.4774,0.18080155551433563,4.095805644989014,0.1
161,16,5.0825625,7.463,6.9594,0.6662411689758301,7.533308029174805,0.1
162,16,6.4391875,7.516,7.236400000000001,1.9413437843322754,7.181127071380615,0.1
163,16,6.15675,7.675,6.981999999999999,0.8894884586334229,3.1333088874816895,0.1
164,16,5.2403125,7.243,6.990600000000001,0.09876453131437302,2.7619786262512207,0.1
165,16,4.711125,8.432,7.7726,0.39434710144996643,10.240488052368164,0.1
166,16,6.7883125,8.045,7.4982,0.9303144216537476,4.523341655731201,0.1
167,16,6.53825,7.673,7.256600000000001,1.1415036916732788,7.537211894989014,0.1
168,16,5.742,7.856,6.941,0.684641420841217,2.3858108520507812,0.1
169,16,6.27075,7.525,7.1958,0.866118848323822,2.8842806816101074,0.1
170,16,5.5349375,7.752,7.4216,0.10174334794282913,2.0402936935424805,0.1
171,16,5.3430625,8.239,7.4030000000000005,0.4335811734199524,5.113903999328613,0.1
172,16,4.445125,7.713,7.3420000000000005,1.5838806629180908,36.17384338378906,0.1
173,16,5.6954375,8.463,7.576199999999998,0.1818486452102661,5.309426307678223,0.1
174,16,5.677249999999999,8.525,7.683800000000001,0.27937185764312744,4.339114665985107,0.1
175,16,6.4949375,7.584,7.2122,0.7232264876365662,2.996737241744995,0.1
176,16,7.024125,7.699,7.560799999999999,1.6390656232833862,1.3506828546524048,0.1
177,16,5.5096875,7.669,7.436,1.1421493291854858,19.896709442138672,0.1
178,16,6.728375,8.718,8.0746,1.9588592052459717,4.04718017578125,0.1
179,16,6.0286875,7.142,6.8588,0.44597917795181274,2.5936031341552734,0.1
180,16,5.2578125,7.761,7.0944,9.730825424194336,2.4679393768310547,0.1
181,16,6.2854375,7.572,7.094199999999999,2.6451022624969482,3.2565581798553467,0.1
182,16,5.317,7.737,7.143000000000001,0.9959608316421509,18.57700538635254,0.1
183,16,3.3461875,8.769,7.1312,0.7294607162475586,2.890329360961914,0.1
184,16,4.274374999999999,7.957,7.0892,0.21036046743392944,4.197973251342773,0.1
185,16,6.621125,7.711,7.396800000000001,0.6747390627861023,1.9937371015548706,0.1
186,16,6.761374999999999,7.451,7.185599999999999,1.0725605487823486,4.688033580780029,0.1
187,16,6.3581875,8.205,7.546600000000001,0.7154674530029297,4.344114780426025,0.1
188,16,4.403687499999999,8.658,7.5664,1.8629608154296875,3.3353939056396484,0.1
189,16,6.6045625,7.954,7.5604,3.196174144744873,2.47676420211792,0.1
190,16,5.2593125,7.681,7.5,0.13532553613185883,3.5835702419281006,0.1
191,16,6.715,8.767,7.784799999999999,1.1912325620651245,2.7444229125976562,0.1
192,16,6.4385,8.618,7.383999999999999,1.1429212093353271,2.2918953895568848,0.1
193,16,5.519375,7.412,7.3073999999999995,1.7708858251571655,17.670421600341797,0.1
194,16,6.7705625000000005,8.161,7.6292,2.2210299968719482,4.155362606048584,0.1
195,16,5.203562499999999,7.635,7.113200000000001,13.552759170532227,14.989072799682617,0.1
196,16,6.6050625,8.568,7.937600000000001,120.99766540527344,2.047785520553589,0.1
197,16,6.3086875,7.454,7.1256,1.926171064376831,12.681086540222168,0.1
198,16,6.494125,8.118,7.3894,1.553025245666504,3.3020238876342773,0.1
199,16,6.34575,7.687,7.253399999999999,1.767115592956543,4.115498065948486,0.1
200,16,5.499124999999999,8.164,7.449799999999999,0.7272191643714905,3.3190767765045166,0.1
