smiles,selfies
Cc1cc(C)cc(NC(=O)COc2cc3oc(=O)c4c(c3cc2Cl)CCCC4)c1,[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][O][C][=C][C][O][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][=Ring1][#Branch1][C][=C][Ring1][O][Cl][C][C][C][C][Ring1][#Branch2][=C][Ring2][Ring1][N]
Cc1ccc(S(=O)(=O)NC[C@@H](c2ccc(N(C)C)cc2)N2CCc3ccccc3C2)cc1C,[C][C][=C][C][=C][Branch2][Ring2][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][=C][Ring2][Ring1][#C][C]
COc1ccc2oc(-c3noc(-c4ccc(C(F)(F)F)cc4)n3)c(C)c2c1,[C][O][C][=C][C][=C][O][C][Branch2][Ring1][=N][C][=N][O][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=N][Ring1][#C][=C][Branch1][C][C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2]
Cc1ccccc1OCC(=O)Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][O][Ring1][N][C][=C][Ring2][Ring1][C]
Cc1ccc2c(C)c(C(=O)NC[C@@H](c3ccc(C(C)(C)C)cc3)N3CCOCC3)oc2c1,[C][C][=C][C][=C][C][Branch1][C][C][=C][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C@@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][N][C][C][O][C][C][Ring1][=Branch1][O][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C]
Cc1ccc(C(=O)c2cn(CC(=O)Nc3cccc(C)c3Cl)c3nc(C)ccc3c2=O)cc1,[C][C][=C][C][=C][Branch2][Ring2][=N][C][=Branch1][C][=O][C][=C][N][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][Cl][C][=N][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][S]
Cc1ccc(S(=O)(=O)c2nnn3c2nc(N[C@H](C)Cc2ccccc2)c2sccc23)cc1C,[C][C][=C][C][=C][Branch2][Ring2][O][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=N][N][C][=Ring1][Branch1][N][=C][Branch1][#C][N][C@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C][=C][C][=Ring1][Branch1][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#C][C]
COc1ccc(-c2csc(NC(=O)c3ccc(-c4cc5ccccc5oc4=O)cc3)n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][S][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O][C][=C][Ring1][P][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C]
CCc1sc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)nc1-c1cc(C)ccc1C,[C][C][C][S][C][Branch2][Ring1][#Branch1][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][O][C][Ring1][=N][=O][=N][C][=Ring2][Ring1][Ring1][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C]
Cc1ccc(S(=O)(=O)[N-]c2nc3ccc(C)cc3nc2Nc2cccc(C)c2C)cc1,[C][C][=C][C][=C][Branch2][Ring2][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=C][Ring1][O][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][=C]
Cc1c(Cl)cccc1NC(=O)Nc1ccc2s/c(=N/S(=O)(=O)c3ccccc3)[nH]c2c1,[C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][S][/C][=Branch1][P][=N][/S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][Ring1][#C][=C][Ring2][Ring1][Ring1]
CC[C@H](C)c1ccc(O)c(/N=C/c2cc(I)cc(C)c2O)c1,[C][C][C@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring1][C][/N][=C][/C][=C][C][Branch1][C][I][=C][C][Branch1][C][C][=C][Ring1][Branch2][O][=C][Ring2][Ring1][C]
CC(C)(C)c1csc(-c2csc(S(=O)(=O)[N-]c3ccc(F)c(Cl)c3)c2)n1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][S][C][Branch2][Ring1][P][C][=C][S][C][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring1][P][=N][Ring2][Ring1][=Branch1]
C[C@H]1CC[C@@H](NC(=O)C2(c3ccc(NS(=O)(=O)c4ccc(Br)s4)cc3)CC2)CC1,[C][C@H1][C][C][C@@H1][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][Branch2][Ring1][=C][C][=C][C][=C][Branch2][Ring1][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][C][=C][Ring1][S][C][C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][N]
COc1ccc(Nc2nc(N/N=C/c3ccccc3O)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][O][N][C][=N][C][Branch1][=N][N][/N][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][O][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P]
COC(=O)c1scc(-c2ccc(C)cc2)c1S(=O)(=O)[N-]c1ccc(OC(F)(F)F)cc1,[C][O][C][=Branch1][C][=O][C][S][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O]
CCCOC(=O)c1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cc(C)ccc2C)cc1,[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][=N]
Cc1cc(C)c(C)c(S(=O)(=O)N2CCN([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)CC2)c1C,[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch2][Ring2][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Branch1][C@][C][C@H1][C][C@H1][Branch1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][C][C][Ring1][S][=C][Ring2][Ring1][O][C]
Cc1ccc(S(=O)(=O)/N=c2\[nH]c3c(C)cc(NC(=O)Nc4cc(C)cc(C)c4)cc3s2)cc1,[C][C][=C][C][=C][Branch2][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][/N][=C][\NH1][C][=C][Branch1][C][C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Ring1][S][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][S]
CCCOc1ccc([C@@H]2c3c(-c4cc(C)ccc4O)n[nH]c3C(=O)N2Cc2ccco2)cc1,[C][C][C][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C@@H1][C][C][Branch1][=N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][O][=N][NH1][C][=Ring1][=N][C][=Branch1][C][=O][N][Ring1][P][C][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring2][Ring1][=N]
CCCc1nc(-c2cc3ccc(C)cc3nc2NC2CCCC2)no1,[C][C][C][C][=N][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=C][Ring1][O][N][C][C][C][C][C][Ring1][Branch1][=N][O][Ring2][Ring1][=Branch1]
COc1ccc(C(=O)c2oc3cc(NC(=O)c4ccccc4Br)ccc3c2C)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C][O][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Br][=C][C][=C][Ring1][S][C][=Ring2][Ring1][Ring1][C][C][=C][Ring2][Ring1][N]
Cc1ccc(-c2n[nH]c(=O)c3c2CCCC3)cc1S(=O)(=O)[N-]c1cccc(C(F)(F)F)c1,[C][C][=C][C][=C][Branch2][Ring1][C][C][=N][NH1][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2]
O=c1/c(=C/c2ccc(-c3ccc(Br)c(Cl)c3)o2)sc2nc3ccccc3n12,[O][=C][/C][=Branch2][Ring1][=Branch2][=C][/C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][Br][C][Branch1][C][Cl][=C][Ring1][Branch2][O][Ring1][=N][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][#Branch2][Ring1][=Branch2]
Cc1ccc(NC(=O)NC2(C(F)(F)F)Oc3cc(Cl)c(Cl)cc3O2)cc1F,[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][O][Ring1][#C][C][=C][Ring2][Ring1][=Branch2][F]
COc1cc(CNc2nc3ccc(C)cc3cc2-c2noc(C(C)C)n2)cc(OC)c1,[C][O][C][=C][C][Branch2][Ring2][C][C][N][C][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][O][C][=N][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=N]
CCCCS(=O)(CCCC)=Nc1cccc2c1C(=O)c1ccccc1C2=O,[C][C][C][C][S][=Branch1][C][=O][Branch1][Branch1][C][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O]
O=S(=O)(c1ccc2c(c1)CCCC2)N1CCCCC[C@H]1c1cccc(F)c1,[O][=S][=Branch1][C][=O][Branch1][P][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1][N][C][C][C][C][C][C@H1][Ring1][#Branch1][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1]
CCCCOc1ccc(CN2CC[NH+](CC(=O)N[C@H]3CC[C@@H](C(C)(C)C)CC3)CC2)cc1,[C][C][C][C][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C][N][C][C][NH1+1][Branch2][Ring1][=Branch2][C][C][=Branch1][C][=O][N][C@H1][C][C][C@@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][#Branch2][C][C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][O]
CC(C)(C)[C@@H]1CCc2oc3ccc(NS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc3c2C1,[C][C][Branch1][C][C][Branch1][C][C][C@@H1][C][C][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1][C][=Ring2][Ring1][=Branch1][C][Ring2][Ring1][#Branch2]
Cc1c(C(=O)Nc2cc(-c3ccc(F)c(F)c3)no2)oc2ccc(Cl)cc12,[C][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][=N][O][Ring1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][#Branch2][Ring1][#Branch1]
Cc1ccc(-c2noc(CNc3ccc(Oc4ccccc4)cc3)n2)cc1,[C][C][=C][C][=C][Branch2][Ring1][P][C][=N][O][C][Branch2][Ring1][=Branch1][C][N][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][=N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2]
Cc1ccc(S(=O)(=O)Nc2cc(C(=O)NC3CCCCCCC3)ccc2N2CCCC2)cc1,[C][C][=C][C][=C][Branch2][Ring2][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][Ring1][Branch2][=C][C][=C][Ring1][P][N][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][S]
COc1ccc(Nc2nc(NCc3ccco3)nc(N/N=C/c3cccc([N+](=O)[O-])c3[O-])n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][N][N][C][=N][C][Branch1][#Branch2][N][C][C][=C][C][=C][O][Ring1][Branch1][=N][C][Branch2][Ring1][Ring2][N][/N][=C][/C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][O-1][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P]
COc1ccc(Cn2c(=O)[n-]c3cc(-c4nc(-c5ccc(SC)cc5)no4)ccc3c2=O)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][=C][C][N][C][=Branch1][C][=O][N-1][C][=C][C][Branch2][Ring1][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][S][C][C][=C][Ring1][Branch2][=N][O][Ring1][=N][=C][C][=C][Ring2][Ring1][Ring1][C][Ring2][Ring1][Branch2][=O][C][=C][Ring2][Ring1][S]
COc1ccc2nc(C(=O)N3CCCCC3)cc(Nc3ccc(C)c(C)c3)c2c1,[C][O][C][=C][C][=C][N][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Branch1][S][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O]
CCOC(=O)c1scc(-c2ccc(C)cc2)c1S(=O)(=O)Nc1ccc(F)c(Cl)c1,[C][C][O][C][=Branch1][C][=O][C][S][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2]
CC[C@H](C)[C@@H](NC(=O)CC(C)(C)C)c1nc(-c2ccc(C)c(Cl)c2)no1,[C][C][C@H1][Branch1][C][C][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][O][Ring1][=N]
Clc1ccccc1-c1nnc(SCc2nc(-c3ccccc3)no2)n1-c1ccccc1,[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=C][Branch2][Ring1][Ring2][S][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][N][Ring2][Ring1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1ccc(-c2cc(=O)c3cc(NC(=O)Nc4ccc(Cl)cc4)ccc3o2)cc1,[C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=C][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][P][O][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N]
CCc1nc(-c2ccc(-c3noc(CCNS(=O)(=O)c4ccc(C)cc4)n3)cc2)cs1,[C][C][C][=N][C][Branch2][Ring2][=N][C][=C][C][=C][Branch2][Ring1][P][C][=N][O][C][Branch2][Ring1][=Branch1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][=C][S][Ring2][Ring1][=N]
COc1ccc2nc(-c3ccc(NS(=O)(=O)c4ccc(Cl)cc4C)c(C)c3)sc2c1,[C][O][C][=C][C][=C][N][=C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][=C][Ring2][Ring1][Ring1][S][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N]
COc1ccc2nc(NC(=O)CC/C(C)=C/Cc3c(O)c4c(c(C)c3OC)COC4=O)sc2c1,[C][O][C][=C][C][=C][N][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][C][/C][Branch1][C][C][=C][/C][C][=C][Branch1][C][O][C][=C][Branch1][#Branch2][C][Branch1][C][C][=C][Ring1][Branch2][O][C][C][O][C][Ring1][#Branch2][=O][S][C][Ring2][Ring1][N][=C][Ring2][Ring1][S]
C#CCOc1c(Cl)cc(/C=N/NC(=O)c2cc3ccccc3o2)cc1Cl,[C][#C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch2][Ring1][Branch1][/C][=N][/N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][C][=C][Ring2][Ring1][Branch1][Cl]
Cc1nc(Nc2ccc(NC(=O)Nc3ccccc3)cc2)cc(NC2CCCCC2)n1,[C][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S][=C][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=C]
Cn1nc(-c2cccc(Cl)c2)cc1C(=O)Nc1nc(-c2ccccn2)cs1,[C][N][N][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Ring1][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][S][Ring1][O]
CCc1ccc(-n2cc(-c3nc(-c4ccc(C)cc4)no3)c3ccccc3c2=O)cc1,[C][C][C][=C][C][=C][Branch2][Ring2][Branch2][N][C][=C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][O][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1][=O][C][=C][Ring2][Ring1][=N]
Cc1ccc(-c2cc(C(F)(F)F)on2)cc1S(=O)(=O)NC[C@H](C)c1ccccc1,[C][C][=C][C][=C][Branch2][Ring1][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][N][=Ring1][=Branch2][C][=C][Ring1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1ccc(N2C[C@@H](c3nc(-c4cccc(C(F)(F)F)c4)no3)CC2=O)cc1C,[C][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][C@@H1][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][=N][O][Ring1][#C][C][C][Ring2][Ring1][Ring2][=O][C][=C][Ring2][Ring1][O][C]
Cc1ccc2c(Cl)c(C(=O)[N-]c3nc4ccc([N+](=O)[O-])cc4s3)sc2c1,[C][C][=C][C][=C][C][Branch1][C][Cl][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N-1][C][=N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][S][Ring1][N][S][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2]
CCc1ccc2[nH+]c(C(=O)OC)cc(Nc3ccc(Cl)cc3)c2c1,[C][C][C][=C][C][=C][NH1+1][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1]
CC[C@@H]1CN(C(=O)Nc2ccc(Br)cc2F)c2ccccc2S1,[C][C][C@@H1][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][F][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Branch1]
COc1ccc(S(=O)(=O)N(C)c2ccc3sc(C(=O)Nc4cccc(Cl)c4)cc3c2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][S][C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=C]
Cc1ccc(C)c(N2CCN(c3[nH+]nc(-c4nc(C5CC5)no4)c4ccccc34)CC2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring2][N][N][C][C][N][Branch2][Ring1][S][C][=NH1+1][N][=C][Branch1][#C][C][=N][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][O][Ring1][Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][#C]
CCCCN(CCCC)Cc1c([O-])ccc2c(=O)c(Oc3ccc(OC)cc3)c(C(F)(F)F)oc12,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][=C][Branch1][C][O-1][C][=C][C][C][=Branch1][C][=O][C][Branch1][=C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][Ring2]
Cc1cccc(O[C@@H](C)c2nc(-c3ccc(Br)cc3)no2)c1,[C][C][=C][C][=C][C][Branch2][Ring1][#Branch2][O][C@@H1][Branch1][C][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][Ring2][Ring1][Branch1]
[O-]c1ccc(Cl)cc1[C@H]1CC(c2ccc3c(c2)OCO3)=N[C@H](c2c(F)cccc2Cl)N1,[O-1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@H1][C][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=N][C@H1][Branch1][=N][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][Cl][N][Ring2][Ring1][#Branch1]
CCc1ccc([C@H](C)[N-]S(=O)(=O)c2ccc(-c3nc(CC)cs3)s2)cc1,[C][C][C][=C][C][=C][Branch2][Ring1][P][C@H1][Branch1][C][C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][N][C][=N][C][Branch1][Ring1][C][C][=C][S][Ring1][#Branch1][S][Ring1][N][C][=C][Ring2][Ring1][Branch2]
Cc1ccc(NC(=O)c2ccccc2OCc2nc(-c3ccccc3)no2)cc1C,[C][C][=C][C][=C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][Ring2][Ring1][N][C]
Cc1ccc(S(=O)(=O)Nc2ccc3nc(SC(C)C)sc3c2)cc1C,[C][C][=C][C][=C][Branch2][Ring1][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Branch1][#Branch1][S][C][Branch1][C][C][C][S][C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1][C]
O=C(Nc1ccc(-c2nc3ccccc3s2)c([O-])c1)c1ccc(Cl)cc1Cl,[O][=C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][Branch1][C][O-1][=C][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]
Cc1ccc2nc(C(=O)N3CCCC3)cc(Nc3ccc(C)c(Cl)c3)c2c1,[C][C][=C][C][=C][N][=C][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][Branch1][S][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2]
