smiles,selfies
Cc1ccc2oc(-c3cc(/[NH+]=C/c4cccc(I)c4O)ccc3[O-])nc2c1,[C][C][=C][C][=C][O][C][Branch2][Ring1][#Branch2][C][=C][C][Branch1][#C][/NH1+1][=C][/C][=C][C][=C][C][Branch1][C][I][=C][Ring1][#Branch1][O][=C][C][=C][Ring1][S][O-1][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2]
Cc1ccc(NC(=O)c2oc3ccc(S(=O)(=O)N(C)C4CCCCC4)cc3c2C)cc1Cl,[C][C][=C][C][=C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][P][C][=Ring2][Ring1][Ring2][C][C][=C][Ring2][Ring1][=C][Cl]
Cc1ccccc1C[N@H+](Cc1ccc2c(c1)OCO2)C[C@H](O)COc1ccccc1C,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N@H1+1][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
O=C([O-])c1ccc2c(c1)[C@@H]1[C@H]3CC[C@H](C3)[C@@H]1[C@@H](c1cccc(Br)c1)[NH2+]2,[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@H1][C@H1][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][C@@H1][Ring1][#Branch1][C@@H1][Branch1][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][NH2+1][Ring2][Ring1][Ring1]
CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4cccs4)c3[C@@H]2c2ccc(Cl)cc2)cc1,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][NH1][N][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=Ring1][#Branch2][C@@H1][Ring1][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][O]
Cc1ccc(N2C[C@@H](c3nc(-c4cccc(-c5csc(C6CC6)n5)c4)no3)CC2=O)cc1C,[C][C][=C][C][=C][Branch2][Ring2][S][N][C][C@@H1][Branch2][Ring2][Ring2][C][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][Branch1][#C][C][=C][S][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][Ring1][Branch2][=C][Ring1][=C][=N][O][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][Branch2][=O][C][=C][Ring2][Ring1][#C][C]
Cc1ccc(-c2noc([C@@H]3CCCN3S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2)cc1,[C][C][=C][C][=C][Branch2][Ring2][N][C][=N][O][C][Branch2][Ring1][P][C@@H1][C][C][C][N][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][=N][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N]
O=S(=O)([N-]c1ccc(-c2cc3cc(Cl)ccc3[nH]2)cc1)c1ccc(F)c(F)c1,[O][=S][=Branch1][C][=O][Branch2][Ring1][N][N-1][C][=C][C][=C][Branch1][P][C][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2][C][=C][Ring1][S][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2]
COC(=O)c1cc(Nc2ccc(C)c(Cl)c2)c2cccc(F)c2n1,[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][S][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][C][=C][C][=C][Branch1][C][F][C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2]
O=c1oc2ccccc2cc1-c1csc(Cc2nc(-c3ccc(Br)cc3)no2)n1,[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][S][C][Branch2][Ring1][=Branch1][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=N][Ring2][Ring1][C]
Cc1ccc(NC(=O)Nc2ccc3nc(SCC(=O)NCc4ccco4)sc3c2)c(Cl)c1,[C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Branch1][S][S][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1][S][C][Ring1][S][=C][Ring2][Ring1][Ring2][C][Branch1][C][Cl][=C][Ring2][Ring1][#C]
COc1cc(Cl)cc(/C=N/Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)c1[O-],[C][O][C][=C][C][Branch1][C][Cl][=C][C][Branch2][Ring1][P][/C][=N][/N][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][C][=C][Ring2][Ring1][N][O-1]
Cc1ccc(NC(=O)Nc2c(-c3ccccc3C)nc3ccc(C)cn23)cc1,[C][C][=C][C][=C][Branch2][Ring2][C][N][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=C][C][=C][C][Branch1][C][C][=C][N][Ring1][P][Ring1][#Branch1][C][=C][Ring2][Ring1][O]
CCC(=O)N1CCN(c2nc(CCc3ccccc3)[nH+]c3sc4c(c23)CCCC4)CC1,[C][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2][C][C][=N][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=NH1+1][C][S][C][=C][Branch1][=Branch1][C][Ring1][P][=Ring1][Branch1][C][C][C][C][Ring1][#Branch1][C][C][Ring2][Ring1][O]
O=[N+]([O-])c1cccc(/C=C/C=N/Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Ring2][Ring1][/C][=C][/C][=N][/N][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][C][=C][Ring2][Ring1][=N]
O=c1/c(=C/c2cccc(Br)c2)sc2n1CN(c1cccc(Br)c1)CN=2,[O][=C][/C][=Branch1][=N][=C][/C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][S][C][N][Ring1][=N][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][C][N][=Ring1][=N]
CCCc1nc(-n2cccc2)sc1C(=O)Nc1nc(C(=O)OC)c(-c2ccccc2)s1,[C][C][C][C][N][=C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][S][C][=Ring1][#Branch2][C][=Branch1][C][=O][N][C][=N][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#C]
Cc1cccc(Oc2ccc(-c3noc(-c4ccsc4)n3)cc2)c1,[C][C][=C][C][=C][C][Branch2][Ring1][N][O][C][=C][C][=C][Branch1][P][C][=N][O][C][Branch1][Branch2][C][C][=C][S][C][=Ring1][Branch1][=N][Ring1][#Branch2][C][=C][Ring1][S][=C][Ring2][Ring1][#Branch1]
CCCc1cc(=O)oc2cc(O[C@H](C)c3ccccc3)c(Cl)cc12,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][C][Branch1][=C][O][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][Branch1][Ring1][S]
CCCCCCc1c(C)c2cc(Cl)c(O[C@@H](C)C(C)=O)cc2oc1=O,[C][C][C][C][C][C][C][=C][Branch1][C][C][C][=C][C][Branch1][C][Cl][=C][Branch1][O][O][C@@H1][Branch1][C][C][C][Branch1][C][C][=O][C][=C][Ring1][=N][O][C][Ring2][Ring1][C][=O]
CC[C@@H](C)N(Cc1csc(COc2ccc(C)c(C)c2)n1)C(=O)CC(C)C,[C][C][C@@H1][Branch1][C][C][N][Branch2][Ring1][O][C][C][=C][S][C][Branch1][P][C][O][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][=N][Ring1][#C][C][=Branch1][C][=O][C][C][Branch1][C][C][C]
COc1cc(NC(=O)Nc2ccc(Nc3cc(Nc4ccc(C)cc4)nc(C)n3)cc2)cc(OC)c1,[C][O][C][=C][C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][O][N][C][=C][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][C][Branch1][C][C][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][C]
COC(=O)c1cc(N/C=C(/C#N)c2nc(-c3ccc(C)cc3)cs2)cc(C(=O)OC)c1,[C][O][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][N][N][/C][=C][Branch1][Ring1][/C][#N][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][S][Ring1][N][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][O]
CCC(=O)Nc1nc2c(C)cc(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)cc2s1,[C][C][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][C][C][C][=C][Branch2][Ring1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring1][#Branch1][S][Ring2][Ring1][#Branch2]
CCCCCOc1ccc(-c2nc3s/c(=C\c4ccc(OC)cc4)c(=O)n3n2)cc1,[C][C][C][C][C][O][C][=C][C][=C][Branch2][Ring1][S][C][N][=C][S][/C][=Branch1][=C][=C][\C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][Ring1][#C][N][=Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2]
CN1c2ccccc2C(C)(C)[C@]12Cc1cc(NS(=O)(=O)c3ccc(Br)cc3)ccc1O2,[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C@][Ring1][O][C][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][P][O][Ring2][Ring1][Ring2]
CC(C)(C)c1cc([C@H](c2ccccc2[O-])N2CCOCC2)cc(C(C)(C)C)c1O,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring1][Branch1][C@H1][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O-1][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Branch2][O]
CC(C)c1ccc(-c2nonc2NC(=O)[C@H](C)Oc2ccccc2Cl)cc1,[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][O][C][=N][O][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][Branch2]
CC(C)(C)c1ccc(C(=O)Nc2ccc(-c3noc(-c4cccc([N+](=O)[O-])c4)n3)cc2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=N][O][C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][=N][Ring1][=C][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][=N]
CCc1nc(-c2ccc(-c3noc(-c4ccc(C#N)cc4F)n3)cc2)cs1,[C][C][C][=N][C][Branch2][Ring2][Ring1][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=N][O][C][Branch1][=C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][F][=N][Ring1][=C][C][=C][Ring2][Ring1][Ring2][=C][S][Ring2][Ring1][=Branch2]
Cc1ccc([N-]S(=O)(=O)c2ccc(-c3cnc(C4CCCC4)o3)s2)c(C)c1,[C][C][=C][C][=C][Branch2][Ring2][C][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][=C][N][=C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][O][Ring1][#Branch2][S][Ring1][#C][C][Branch1][C][C][=C][Ring2][Ring1][#Branch2]
CCc1ccc(N(C)S(=O)(=O)c2ccsc2-c2nc(-c3ccc(OC)cc3OC)no2)cc1,[C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][O][C][=N][O][Ring1][#C][C][=C][Ring2][Ring1][#C]
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C3(C(=O)N[C@H]4CC[C@H](C)CC4)CC3)cc2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Branch2][C][Branch1][P][C][=Branch1][C][=O][N][C@H1][C][C][C@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N]
CC(=O)Nc1ccc(Oc2ccc(-c3noc([C@H]4CC(=O)N(c5ccc(C)c(C)c5)C4)n3)cc2)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Branch1][Ring1][O][C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][O][C][Branch2][Ring1][O][C@H1][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring1][=C][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][S]
Clc1cccc(-c2cc(-c3nc(-c4ccc(Br)cc4)no3)n[nH]2)c1,[Cl][C][=C][C][=C][C][Branch2][Ring1][#C][C][=C][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=N][NH1][Ring1][P][=C][Ring2][Ring1][#Branch1]
COc1ccc(Nc2cc(C)c3cc(NC(=O)c4ccc(Br)o4)ccc3[nH+]2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Branch1][N][C][=C][C][Branch1][C][C][=C][C][=C][Branch1][S][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1][C][=C][C][Ring1][#C][=NH1+1][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][O]
CC[C@@H](Oc1ccc2c(c1)[C@@H](c1ccc(C)cc1)N(C(=O)C1CCCC1)CC2)C(=O)N1CCCC1,[C][C][C@@H1][Branch2][Ring2][=N][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@H1][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1]
O=S(=O)(c1ccc(Br)cc1)n1c(/C=C/c2ccc(F)cc2)nc2ccccc21,[O][=S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][C][Branch1][=C][/C][=C][/C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][C]
Cc1ccc(Cn2c(C(=O)[O-])c(C[NH2+]Cc3ccccc3Cl)c3ccc(C)cc32)cc1,[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][=N][C][NH2+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=C]
COc1cccc(N(Cc2ccc(C(C)C)cc2)S(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring2][#Branch2][N][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][=C][Ring2][Ring1][=N]
CC1CCN(c2nc3c(S(=O)(=O)c4ccc(C(C)C)cc4)nnn3c3ccccc23)CC1,[C][C][C][C][N][Branch2][Ring2][=C][C][=N][C][=C][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][N][=N][N][Ring1][P][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch2][Ring1][=Branch1][C][C][Ring2][Ring1][#C]
CCCc1cc(=O)oc2cc(OC(=O)c3ccc(Cl)cc3Cl)c(Cl)cc12,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][C][Branch2][Ring1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][C]
Cc1ccc(Nc2nc(Nc3ccc(NC(=O)Nc4ccccc4C)cc3)cc(C)[nH+]2)cc1,[C][C][=C][C][=C][Branch2][Ring2][O][N][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][S][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Ring1][P][=C][C][Branch1][C][C][=NH1+1][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][S]
Clc1ccc([C@@H]2Oc3ccc(Cl)cc3C3=Nc4ncnn4[C@H](c4cccnc4)[C@@H]32)c(Cl)c1,[Cl][C][=C][C][=C][Branch2][Ring2][Branch2][C@@H1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=N][C][=N][C][=N][N][Ring1][Branch1][C@H1][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C@@H1][Ring1][#C][Ring2][Ring1][Branch2][C][Branch1][C][Cl][=C][Ring2][Ring1][#C]
CCOc1ccc(NC(=O)Nc2ccc(Cn3cnc(-c4nc(-c5ccc(C)cc5)no4)c3)cc2)cc1,[C][C][O][C][=C][C][=C][Branch2][Branch1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][S][C][N][C][=N][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][Ring1][P][C][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring2][C]
COc1ccc(N([C@@H](C)c2ccc(C)cc2)S(=O)(=O)c2ccc(C)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Branch1][N][Branch1][S][C@@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch2]
COc1cccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2cc(C)cc(C)c2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring2][=C][N][C][=Branch1][C][=O][C][S][C][=N][C][=C][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring1][=C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][=C][Ring2][Ring1][P]
CC(C)CC(=O)N(Cc1csc(COc2cccc3ccccc23)n1)C1CC1,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][S][C][Branch1][P][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=N][Ring1][P][C][C][C][Ring1][Ring1]
CCc1cccc(Nc2nc3c(S(=O)(=O)c4ccc(C(C)C)cc4)nnn3c3ccccc23)c1,[C][C][C][=C][C][=C][C][Branch2][Ring2][#C][N][C][=N][C][=C][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][N][=N][N][Ring1][P][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch2][Ring1][=Branch1][=C][Ring2][Ring1][S]
CCc1ccc(S(=O)(=O)[N-]c2ccc(-c3nc4ccccc4s3)cc2)cc1,[C][C][C][=C][C][=C][Branch2][Ring1][S][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][Ring1][#C][C][=C][Ring2][Ring1][=Branch2]
Cc1ccc(-c2cc(C(=O)NC[C@@H](c3ccc(C(C)(C)C)cc3)N3CCOCC3)no2)cc1C,[C][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C@@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][O][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S][C]
Cc1ccc(C)c(Cn2c(C)c(C[NH2+]C3CCCCCCC3)c(C(=O)[O-])c2C)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring2][Ring1][C][N][C][Branch1][C][C][=C][Branch1][=N][C][NH2+1][C][C][C][C][C][C][C][C][Ring1][Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][N]
CSc1ccc(-c2nc(CSCC(=O)N[C@H]3CC[C@@H](C)CC3)c(C)o2)cc1,[C][S][C][=C][C][=C][Branch2][Ring2][C][C][=N][C][Branch2][Ring1][Ring2][C][S][C][C][=Branch1][C][=O][N][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][=C][Branch1][C][C][O][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2]
Cc1cc(C)c([C@H]2N(Cc3ccccc3)CC[N@H+]2Cc2ccccc2)c(C)c1,[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][N][C@H1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N@H1+1][Ring1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][Ring2][Ring1][O]
Cc1ccc([N-]S(=O)(=O)c2cc(-c3nc(C(C)C)cs3)cs2)c(Br)c1,[C][C][=C][C][=C][Branch2][Ring1][S][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][#C][C][=N][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][S][Ring1][Branch2][=C][S][Ring1][=N][C][Branch1][C][Br][=C][Ring2][Ring1][Branch2]
CCc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])c(C)c4)ccc3o2)cc1,[C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=N][C][=C][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][C][=C][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N]
Brc1ccc(-c2noc(Cc3nc(-c4ccccc4)cs3)n2)cc1,[Br][C][=C][C][=C][Branch2][Ring1][=N][C][=N][O][C][Branch2][Ring1][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O][=N][Ring1][P][C][=C][Ring2][Ring1][#Branch1]
CCCCN(CCCC)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][=C][Branch1][C][C][NH1][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][C][Ring1][=N][=O]
Cc1ccc(C)c(OCc2ccc(-c3nc(C#N)c([N-]C4CCCCC4)o3)o2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring2][Ring2][O][C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=N][C][Branch1][Ring1][C][#N][=C][Branch1][#Branch2][N-1][C][C][C][C][C][C][Ring1][=Branch1][O][Ring1][=C][O][Ring2][Ring1][Ring1][=C][Ring2][Ring1][N]
CCN(C(=O)c1ccccc1Cl)c1nc(-c2ccc(Br)cc2)cs1,[C][C][N][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=C][S][Ring1][N]
COc1ccc(S(=O)(=O)[N-]c2ccc(-c3cc4cc(Cl)ccc4[nH]3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][P][C][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2][C][=C][Ring1][S][C][=C][Ring2][Ring1][#Branch2]
CCc1ccccc1NC(=O)Nc1ccc(CCc2[nH]c3ccccc3[nH+]2)cc1,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][C][C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1+1][=Ring1][=Branch2][C][=C][Ring1][P]
