original,augmented
Nc1ncnc2c1nc(S(=O)(=O)[O-])n2Cc1ccccc1,n1(Cc2ccccc2)c2c(nc1S(=O)(=O)[O-])c(N)ncn2
Nc1ncnc2c1nc(S(=O)(=O)[O-])n2Cc1ccccc1,c1(N)c2nc(S([O-])(=O)=O)n(Cc3ccccc3)c2ncn1
Nc1ncnc2c1nc(S(=O)(=O)[O-])n2Cc1ccccc1,S(c1n(Cc2ccccc2)c2ncnc(N)c2n1)([O-])(=O)=O
O=C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccccc1,C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)(c1ccccc1)=O
O=C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccccc1,n12c(nc(-c3ccccc3)cc1-c1ccccc1)nc(NC(=O)c1ccccc1)n2
O=C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccccc1,c1cc(-c2n3c(nc(-c4ccccc4)c2)nc(NC(=O)c2ccccc2)n3)ccc1
O=C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccccc1,c1cc(C(=O)Nc2nn3c(-c4ccccc4)cc(-c4ccccc4)nc3n2)ccc1
O=C(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccccc1,n12c(-c3ccccc3)cc(-c3ccccc3)nc1nc(NC(c1ccccc1)=O)n2
Cc1coc2c(C)c3oc(=O)c(CC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)c3cc12,O=C(Cc1c(=O)oc2c(C)c3occ(C)c3cc2c1C)N(CC([O-])=O)CC(=O)[O-]
Cc1coc2c(C)c3oc(=O)c(CC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)c3cc12,c1(CC(=O)N(CC([O-])=O)CC([O-])=O)c(C)c2c(c(C)c3c(c2)c(C)co3)oc1=O
Cc1coc2c(C)c3oc(=O)c(CC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)c3cc12,c1(C)c2oc(=O)c(CC(=O)N(CC([O-])=O)CC([O-])=O)c(C)c2cc2c(C)coc12
Cc1coc2c(C)c3oc(=O)c(CC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)c3cc12,O=C([O-])CN(C(Cc1c(=O)oc2c(C)c3occ(C)c3cc2c1C)=O)CC(=O)[O-]
Cc1coc2c(C)c3oc(=O)c(CC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)c3cc12,[O-]C(CN(C(Cc1c(C)c2cc3c(c(C)c2oc1=O)occ3C)=O)CC(=O)[O-])=O
Cc1cc(C)n(C(N)=S)n1,n1(C(N)=S)c(C)cc(C)n1
Cc1cc(C)n(C(N)=S)n1,c1(C)n(C(N)=S)nc(C)c1
Cc1cc(C)n(C(N)=S)n1,n1n(C(=S)N)c(C)cc1C
Cc1cc(C)n(C(N)=S)n1,c1c(C)nn(C(N)=S)c1C
COc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3nc(C)n[nH]3)C2)cc1OC,NC([C@@H]1CN(C(=O)Cc2ccc(OC)c(OC)c2)C[C@H]1c1[nH]nc(C)n1)=O
COc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3nc(C)n[nH]3)C2)cc1OC,C1N(C(=O)Cc2cc(OC)c(OC)cc2)C[C@@H](c2nc(C)n[nH]2)[C@@H]1C(N)=O
COc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3nc(C)n[nH]3)C2)cc1OC,O(c1ccc(CC(=O)N2C[C@@H](c3nc(C)n[nH]3)[C@H](C(N)=O)C2)cc1OC)C
COc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3nc(C)n[nH]3)C2)cc1OC,COc1c(OC)ccc(CC(=O)N2C[C@@H](c3[nH]nc(C)n3)[C@H](C(=O)N)C2)c1
COc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](c3nc(C)n[nH]3)C2)cc1OC,COc1cc(CC(=O)N2C[C@@H](c3[nH]nc(C)n3)[C@H](C(N)=O)C2)ccc1OC
NC(=O)CN1C(=O)c2ccccc2C1=O,C1(=O)N(CC(N)=O)C(=O)c2ccccc21
NC(=O)CN1C(=O)c2ccccc2C1=O,C1(=O)N(CC(N)=O)C(=O)c2c1cccc2
NC(=O)CN1C(=O)c2ccccc2C1=O,C(N)(CN1C(=O)c2c(cccc2)C1=O)=O
NC(=O)CN1C(=O)c2ccccc2C1=O,N1(CC(N)=O)C(=O)c2ccccc2C1=O
NC(=O)CN1C(=O)c2ccccc2C1=O,C(N1C(=O)c2ccccc2C1=O)C(N)=O
O=C(NCc1cnccn1)c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2,N(C(c1nn2c(c1)C[C@H](Oc1cc[nH+]cc1)C2)=O)Cc1nccnc1
O=C(NCc1cnccn1)c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2,C(c1cnccn1)NC(c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2)=O
O=C(NCc1cnccn1)c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2,c1c[nH+]ccc1O[C@H]1Cc2cc(C(=O)NCc3nccnc3)nn2C1
O=C(NCc1cnccn1)c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2,n1c(CNC(c2cc3n(n2)C[C@@H](Oc2cc[nH+]cc2)C3)=O)cncc1
O=C(NCc1cnccn1)c1cc2n(n1)C[C@@H](Oc1cc[nH+]cc1)C2,c1c[nH+]ccc1O[C@@H]1Cn2c(cc(C(NCc3cnccn3)=O)n2)C1
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)CC1,O=C1[C@H]([N@H+]2CC[C@@H](C(N)=O)CC2)CC(=O)N1c1ccc2c(c1)OCCO2
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)CC1,O=C([C@H]1CC[N@@H+]([C@H]2C(=O)N(c3cc4c(cc3)OCCO4)C(=O)C2)CC1)N
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)CC1,c1(N2C(=O)C[C@@H]([N@H+]3CC[C@@H](C(N)=O)CC3)C2=O)ccc2c(c1)OCCO2
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)CC1,c1c(N2C(=O)[C@H]([N@H+]3CC[C@@H](C(=O)N)CC3)CC2=O)cc2c(c1)OCCO2
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)CC1,C1[C@H](C(=O)N)CC[N@H+]([C@@H]2CC(=O)N(c3cc4c(cc3)OCCO4)C2=O)C1
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,c1(C(=O)N)c(NC(c2n(C)nc(C)c2[N+](=O)[O-])=O)cnn1CC
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,[N+]([O-])(c1c(C(Nc2cnn(CC)c2C(N)=O)=O)n(C)nc1C)=O
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,N(C(c1c([N+](=O)[O-])c(C)nn1C)=O)c1c(C(=O)N)n(CC)nc1
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,NC(=O)c1n(CC)ncc1NC(=O)c1c([N+]([O-])=O)c(C)nn1C
CCn1ncc(NC(=O)c2c([N+](=O)[O-])c(C)nn2C)c1C(N)=O,C(=O)(c1n(CC)ncc1NC(c1c([N+](=O)[O-])c(C)nn1C)=O)N
Cc1nc2c(N)cccn2n1,c1(N)cccn2nc(C)nc12
Cc1nc2c(N)cccn2n1,c1(N)c2nc(C)nn2ccc1
Cc1nc2c(N)cccn2n1,Cc1nc2c(N)cccn2n1
Cc1nc2c(N)cccn2n1,c12n(nc(C)n1)cccc2N
Cc1nc2c(N)cccn2n1,n12cccc(N)c1nc(C)n2
Cc1[n-]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccccc2)C1,c1(=O)c(S(=O)(N2C[C@@H](C(Nc3ccccc3)=O)CCC2)=O)c(C)[n-]c(=O)[nH]1
Cc1[n-]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccccc2)C1,N1(S(c2c(C)[n-]c(=O)[nH]c2=O)(=O)=O)CCC[C@H](C(=O)Nc2ccccc2)C1
Cc1[n-]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccccc2)C1,O=C(Nc1ccccc1)[C@@H]1CN(S(=O)(=O)c2c(C)[n-]c(=O)[nH]c2=O)CCC1
Cc1[n-]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccccc2)C1,O=C([C@@H]1CN(S(c2c(=O)[nH]c(=O)[n-]c2C)(=O)=O)CCC1)Nc1ccccc1
Cc1[n-]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccccc2)C1,[n-]1c(C)c(S(=O)(N2C[C@@H](C(Nc3ccccc3)=O)CCC2)=O)c(=O)[nH]c1=O
CN1C[C@@H](C(=O)Nc2c3c(nn2C)CSC3)CC1=O,C1SCc2nn(C)c(NC(=O)[C@@H]3CN(C)C(=O)C3)c21
CN1C[C@@H](C(=O)Nc2c3c(nn2C)CSC3)CC1=O,CN1C(=O)C[C@H](C(=O)Nc2c3c(nn2C)CSC3)C1
CN1C[C@@H](C(=O)Nc2c3c(nn2C)CSC3)CC1=O,C1[C@H](C(Nc2n(C)nc3c2CSC3)=O)CN(C)C1=O
CN1C[C@@H](C(=O)Nc2c3c(nn2C)CSC3)CC1=O,C1c2c(nn(C)c2NC(=O)[C@@H]2CN(C)C(=O)C2)CS1
CN1C[C@@H](C(=O)Nc2c3c(nn2C)CSC3)CC1=O,C1C(=O)N(C)C[C@H]1C(Nc1n(C)nc2c1CSC2)=O
O=C(NCCO)c1cnc2sc3c(n2c1=O)CCCC3,C(O)CNC(=O)c1cnc2n(c3c(s2)CCCC3)c1=O
O=C(NCCO)c1cnc2sc3c(n2c1=O)CCCC3,C(CO)NC(=O)c1c(=O)n2c3c(sc2nc1)CCCC3
O=C(NCCO)c1cnc2sc3c(n2c1=O)CCCC3,n12c(sc3c1CCCC3)ncc(C(=O)NCCO)c2=O
O=C(NCCO)c1cnc2sc3c(n2c1=O)CCCC3,C1c2c(sc3ncc(C(NCCO)=O)c(=O)n23)CCC1
O=C(NCCO)c1cnc2sc3c(n2c1=O)CCCC3,c12sc3ncc(C(NCCO)=O)c(=O)n3c1CCCC2
Cc1c(NC(=O)c2cccs2)c(-n2cnnc2)nn1C,c1(NC(c2cccs2)=O)c(C)n(C)nc1-n1cnnc1
Cc1c(NC(=O)c2cccs2)c(-n2cnnc2)nn1C,n1cn(-c2nn(C)c(C)c2NC(c2cccs2)=O)cn1
Cc1c(NC(=O)c2cccs2)c(-n2cnnc2)nn1C,c1(C)n(C)nc(-n2cnnc2)c1NC(c1cccs1)=O
Cc1c(NC(=O)c2cccs2)c(-n2cnnc2)nn1C,c1nncn1-c1c(NC(c2cccs2)=O)c(C)n(C)n1
Cc1c(NC(=O)c2cccs2)c(-n2cnnc2)nn1C,n1(-c2nn(C)c(C)c2NC(c2sccc2)=O)cnnc1
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,c1(C(F)F)c2c(nn(CC)c2C)n(CCC(N2CCN(C)CC2)=O)c(=O)c1
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,O=C(CCn1c(=O)cc(C(F)F)c2c(C)n(CC)nc21)N1CCN(C)CC1
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,O=c1n(CCC(N2CCN(C)CC2)=O)c2nn(CC)c(C)c2c(C(F)F)c1
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,c12c(nn(CC)c1C)n(CCC(N1CCN(C)CC1)=O)c(=O)cc2C(F)F
CCn1nc2c(c(C(F)F)cc(=O)n2CCC(=O)N2CCN(C)CC2)c1C,c1(C(F)F)cc(=O)n(CCC(N2CCN(C)CC2)=O)c2c1c(C)n(CC)n2
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,O=C(Cn1c(=O)c2n(c(CC)n1)c1c(c2)occ1)[O-]
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,n1n(CC(=O)[O-])c(=O)c2n(c1CC)c1c(occ1)c2
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,c12ccoc1cc1n2c(CC)nn(CC(=O)[O-])c1=O
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,CCc1n2c3ccoc3cc2c(=O)n(CC(=O)[O-])n1
CCc1nn(CC(=O)[O-])c(=O)c2cc3occc3n12,C(C)c1nn(CC([O-])=O)c(=O)c2cc3occc3n12
CCS(=O)(=O)N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1,O=S(=O)(N(C1CN(C(=O)Cn2nc(C)cc2C)C1)CC[NH+]1CCCCC1)CC
CCS(=O)(=O)N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1,n1c(C)cc(C)n1CC(=O)N1CC(N(CC[NH+]2CCCCC2)S(=O)(=O)CC)C1
CCS(=O)(=O)N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1,c1c(C)n(CC(N2CC(N(CC[NH+]3CCCCC3)S(CC)(=O)=O)C2)=O)nc1C
CCS(=O)(=O)N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1,N1(C(Cn2c(C)cc(C)n2)=O)CC(N(CC[NH+]2CCCCC2)S(CC)(=O)=O)C1
CCS(=O)(=O)N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1,C(S(=O)(N(CC[NH+]1CCCCC1)C1CN(C(=O)Cn2nc(C)cc2C)C1)=O)C
CCOC(=O)c1cnc(SCC(=O)N2CCC(C(N)=O)CC2)nc1N,S(CC(N1CCC(C(N)=O)CC1)=O)c1ncc(C(OCC)=O)c(N)n1
CCOC(=O)c1cnc(SCC(=O)N2CCC(C(N)=O)CC2)nc1N,C(Sc1nc(N)c(C(=O)OCC)cn1)C(=O)N1CCC(C(N)=O)CC1
CCOC(=O)c1cnc(SCC(=O)N2CCC(C(N)=O)CC2)nc1N,C1C(C(N)=O)CCN(C(=O)CSc2ncc(C(=O)OCC)c(N)n2)C1
CCOC(=O)c1cnc(SCC(=O)N2CCC(C(N)=O)CC2)nc1N,n1cc(C(OCC)=O)c(N)nc1SCC(N1CCC(C(=O)N)CC1)=O
CCOC(=O)c1cnc(SCC(=O)N2CCC(C(N)=O)CC2)nc1N,CCOC(=O)c1c(N)nc(SCC(N2CCC(C(=O)N)CC2)=O)nc1
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)CC1,C1C[C@H](C(=O)N)CC[N@@H+]1[C@@H]1CC(=O)N(c2ccc(F)cc2)C1=O
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)CC1,C1C[C@H](C(N)=O)CC[N@@H+]1[C@H]1C(=O)N(c2ccc(F)cc2)C(=O)C1
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)CC1,[N@H+]1([C@H]2C(=O)N(c3ccc(F)cc3)C(=O)C2)CC[C@@H](C(N)=O)CC1
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)CC1,C1(=O)N(c2ccc(F)cc2)C(=O)[C@H]([N@H+]2CC[C@@H](C(=O)N)CC2)C1
NC(=O)[C@H]1CC[N@@H+]([C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)CC1,C(N)([C@H]1CC[N@@H+]([C@H]2C(=O)N(c3ccc(F)cc3)C(=O)C2)CC1)=O
Cc1c(CC(=O)NCC(=O)[O-])c(=O)oc2c(O)c(O)ccc12,C(NC(=O)Cc1c(C)c2c(c(O)c(O)cc2)oc1=O)C(=O)[O-]
Cc1c(CC(=O)NCC(=O)[O-])c(=O)oc2c(O)c(O)ccc12,O=C(Cc1c(=O)oc2c(O)c(O)ccc2c1C)NCC(=O)[O-]
Cc1c(CC(=O)NCC(=O)[O-])c(=O)oc2c(O)c(O)ccc12,c1(O)c(O)ccc2c(C)c(CC(=O)NCC([O-])=O)c(=O)oc12
Cc1c(CC(=O)NCC(=O)[O-])c(=O)oc2c(O)c(O)ccc12,C([O-])(CNC(Cc1c(=O)oc2c(c1C)ccc(O)c2O)=O)=O
Cc1c(CC(=O)NCC(=O)[O-])c(=O)oc2c(O)c(O)ccc12,c1cc(O)c(O)c2oc(=O)c(CC(=O)NCC(=O)[O-])c(C)c12
Cc1nc2[n-]c(=O)cc(N)n2n1,n1c(C)nc2[n-]c(=O)cc(N)n12
Cc1nc2[n-]c(=O)cc(N)n2n1,n1n2c(nc1C)[n-]c(=O)cc2N
Cc1nc2[n-]c(=O)cc(N)n2n1,c12nc(C)nn1c(N)cc(=O)[n-]2
Cc1nc2[n-]c(=O)cc(N)n2n1,c12[n-]c(=O)cc(N)n1nc(C)n2
Cc1nc2[n-]c(=O)cc(N)n2n1,n12c([n-]c(=O)cc1N)nc(C)n2
O=C([O-])[C@@H]1CS[C@H](c2ccoc2)N1,O=C([O-])[C@H]1N[C@@H](c2ccoc2)SC1
O=C([O-])[C@@H]1CS[C@H](c2ccoc2)N1,c1([C@H]2SC[C@@H](C(=O)[O-])N2)cocc1
O=C([O-])[C@@H]1CS[C@H](c2ccoc2)N1,C([C@H]1N[C@@H](c2ccoc2)SC1)([O-])=O
O=C([O-])[C@@H]1CS[C@H](c2ccoc2)N1,c1c([C@H]2SC[C@@H](C(=O)[O-])N2)coc1
O=C([O-])[C@@H]1CS[C@H](c2ccoc2)N1,c1c([C@H]2SC[C@@H](C(=O)[O-])N2)cco1
CCCNC(=O)c1c(/N=C/c2cnn(C)c2)cnn1C,c1(/C=N/c2c(C(NCCC)=O)n(C)nc2)cn(C)nc1
CCCNC(=O)c1c(/N=C/c2cnn(C)c2)cnn1C,n1cc(/C=N/c2cnn(C)c2C(=O)NCCC)cn1C
CCCNC(=O)c1c(/N=C/c2cnn(C)c2)cnn1C,Cn1ncc(/N=C/c2cnn(C)c2)c1C(NCCC)=O
CCCNC(=O)c1c(/N=C/c2cnn(C)c2)cnn1C,c1nn(C)cc1/C=N/c1cnn(C)c1C(=O)NCCC
CCCNC(=O)c1c(/N=C/c2cnn(C)c2)cnn1C,C(C)CNC(c1n(C)ncc1/N=C/c1cn(C)nc1)=O
Cc1ccc(NC(=O)c2cccc3[nH]cc(CN4CCSCC4)c23)cc1,c1cc2c(c(C(Nc3ccc(C)cc3)=O)c1)c(CN1CCSCC1)c[nH]2
Cc1ccc(NC(=O)c2cccc3[nH]cc(CN4CCSCC4)c23)cc1,C(c1c2c(ccc1)[nH]cc2CN1CCSCC1)(=O)Nc1ccc(C)cc1
Cc1ccc(NC(=O)c2cccc3[nH]cc(CN4CCSCC4)c23)cc1,S1CCN(Cc2c[nH]c3cccc(C(=O)Nc4ccc(C)cc4)c32)CC1
Cc1ccc(NC(=O)c2cccc3[nH]cc(CN4CCSCC4)c23)cc1,c1ccc2[nH]cc(CN3CCSCC3)c2c1C(Nc1ccc(C)cc1)=O
Cc1ccc(NC(=O)c2cccc3[nH]cc(CN4CCSCC4)c23)cc1,C1SCCN(Cc2c[nH]c3cccc(C(Nc4ccc(C)cc4)=O)c32)C1
COCCN1C[C@@H](CNC(=O)c2ccc(OC)nc2)OCC1=O,C(N1C(=O)CO[C@H](CNC(=O)c2ccc(OC)nc2)C1)COC
COCCN1C[C@@H](CNC(=O)c2ccc(OC)nc2)OCC1=O,O=C(NC[C@H]1OCC(=O)N(CCOC)C1)c1ccc(OC)nc1
COCCN1C[C@@H](CNC(=O)c2ccc(OC)nc2)OCC1=O,c1(OC)ncc(C(=O)NC[C@H]2OCC(=O)N(CCOC)C2)cc1
COCCN1C[C@@H](CNC(=O)c2ccc(OC)nc2)OCC1=O,C1[C@@H](CNC(c2cnc(OC)cc2)=O)OCC(=O)N1CCOC
Cc1nc2ncc3c(=O)n(CC(=O)NCc4cccn4C)ccc3n2n1,C(Cn1ccc2n3c(ncc2c1=O)nc(C)n3)(NCc1cccn1C)=O
Cc1nc2ncc3c(=O)n(CC(=O)NCc4cccn4C)ccc3n2n1,C(NC(Cn1c(=O)c2cnc3n(nc(C)n3)c2cc1)=O)c1cccn1C
Cc1nc2ncc3c(=O)n(CC(=O)NCc4cccn4C)ccc3n2n1,C(NCc1cccn1C)(=O)Cn1c(=O)c2cnc3nc(C)nn3c2cc1
Cc1nc2ncc3c(=O)n(CC(=O)NCc4cccn4C)ccc3n2n1,n1(C)cccc1CNC(=O)Cn1c(=O)c2c(n3nc(C)nc3nc2)cc1
Cc1nc2ncc3c(=O)n(CC(=O)NCc4cccn4C)ccc3n2n1,n1c(C)nc2ncc3c(ccn(CC(=O)NCc4cccn4C)c3=O)n12
Cc1c(NC(=O)CSc2ncn[nH]2)c(=O)n(-c2ccccc2)n1C,N(c1c(=O)n(-c2ccccc2)n(C)c1C)C(CSc1ncn[nH]1)=O
Cc1c(NC(=O)CSc2ncn[nH]2)c(=O)n(-c2ccccc2)n1C,c1n[nH]c(SCC(Nc2c(=O)n(-c3ccccc3)n(C)c2C)=O)n1
Cc1c(NC(=O)CSc2ncn[nH]2)c(=O)n(-c2ccccc2)n1C,c1nc(SCC(Nc2c(=O)n(-c3ccccc3)n(C)c2C)=O)[nH]n1
Cc1c(NC(=O)CSc2ncn[nH]2)c(=O)n(-c2ccccc2)n1C,O=c1c(NC(CSc2[nH]ncn2)=O)c(C)n(C)n1-c1ccccc1
Cc1c(NC(=O)CSc2ncn[nH]2)c(=O)n(-c2ccccc2)n1C,c1ccccc1-n1n(C)c(C)c(NC(=O)CSc2ncn[nH]2)c1=O
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[O-],[C@H](CC(N)=O)(Nc1c([N+](=O)[O-])cc([N+]([O-])=O)cc1)C(=O)[O-]
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[O-],c1([N+]([O-])=O)cc([N+](=O)[O-])ccc1N[C@@H](C(=O)[O-])CC(N)=O
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[O-],c1cc([N+]([O-])=O)cc([N+](=O)[O-])c1N[C@@H](C([O-])=O)CC(N)=O
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[O-],c1c([N+]([O-])=O)c(N[C@H](CC(=O)N)C(=O)[O-])ccc1[N+](=O)[O-]
NC(=O)C[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)[O-],c1c([N+]([O-])=O)c(N[C@@H](C([O-])=O)CC(=O)N)ccc1[N+]([O-])=O
CC(C)CC(=O)NC[C@@H](c1ccc(N(C)C)cc1)N1CCc2ccccc21,c1c2c(ccc1)N([C@@H](CNC(=O)CC(C)C)c1ccc(N(C)C)cc1)CC2
CC(C)CC(=O)NC[C@@H](c1ccc(N(C)C)cc1)N1CCc2ccccc21,c1c([C@@H](N2CCc3ccccc32)CNC(CC(C)C)=O)ccc(N(C)C)c1
CC(C)CC(=O)NC[C@@H](c1ccc(N(C)C)cc1)N1CCc2ccccc21,O=C(NC[C@H](N1c2ccccc2CC1)c1ccc(N(C)C)cc1)CC(C)C
CC(C)CC(=O)NC[C@@H](c1ccc(N(C)C)cc1)N1CCc2ccccc21,N1([C@@H](CNC(=O)CC(C)C)c2ccc(N(C)C)cc2)c2c(cccc2)CC1
O=C([O-])CCCc1nnc2ccccn12,c12ccccn1c(CCCC([O-])=O)nn2
O=C([O-])CCCc1nnc2ccccn12,C(CCCc1n2c(cccc2)nn1)(=O)[O-]
O=C([O-])CCCc1nnc2ccccn12,n1c2n(c(CCCC(=O)[O-])n1)cccc2
O=C([O-])CCCc1nnc2ccccn12,n12c(CCCC([O-])=O)nnc1cccc2
O=C([O-])CCCc1nnc2ccccn12,[O-]C(=O)CCCc1nnc2ccccn12
Cc1ncccc1C(=O)N1CCC2(CC[C@H]2OCC(N)=O)CC1,c1cc(C(=O)N2CCC3(CC2)CC[C@H]3OCC(=O)N)c(C)nc1
Cc1ncccc1C(=O)N1CCC2(CC[C@H]2OCC(N)=O)CC1,C1C2(CCN(C(c3c(C)nccc3)=O)C1)[C@H](OCC(=O)N)CC2
Cc1ncccc1C(=O)N1CCC2(CC[C@H]2OCC(N)=O)CC1,C1C2([C@H](OCC(=O)N)CC2)CCN(C(c2cccnc2C)=O)C1
Cc1ncccc1C(=O)N1CCC2(CC[C@H]2OCC(N)=O)CC1,C1CN(C(=O)c2cccnc2C)CCC12[C@H](OCC(N)=O)CC2
Cc1ncccc1C(=O)N1CCC2(CC[C@H]2OCC(N)=O)CC1,Cc1c(C(=O)N2CCC3(CC[C@H]3OCC(=O)N)CC2)cccn1
O=C([O-])CSc1ncnc2[nH]cnc12,n1c2c(nc[nH]2)c(SCC(=O)[O-])nc1
O=C([O-])CSc1ncnc2[nH]cnc12,c1nc(SCC([O-])=O)c2nc[nH]c2n1
O=C([O-])CSc1ncnc2[nH]cnc12,n1cnc(SCC([O-])=O)c2nc[nH]c12
O=C([O-])CSc1ncnc2[nH]cnc12,n1c2c(nc[nH]2)c(SCC([O-])=O)nc1
O=C([O-])CSc1ncnc2[nH]cnc12,n1c(SCC([O-])=O)c2c([nH]cn2)nc1
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,c1(Cl)c(C(NCc2cnn(C)c2)=O)n(C)nc1
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,O=C(NCc1cn(C)nc1)c1n(C)ncc1Cl
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,C(=O)(c1c(Cl)cnn1C)NCc1cn(C)nc1
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,Clc1cnn(C)c1C(NCc1cn(C)nc1)=O
Cn1cc(CNC(=O)c2c(Cl)cnn2C)cn1,n1(C)ncc(Cl)c1C(NCc1cnn(C)c1)=O
Cn1cc(C(N)=O)c([N+](=O)[O-])n1,c1([N+]([O-])=O)c(C(=O)N)cn(C)n1
Cn1cc(C(N)=O)c([N+](=O)[O-])n1,[O-][N+](=O)c1nn(C)cc1C(N)=O
Cn1cc(C(N)=O)c([N+](=O)[O-])n1,n1(C)cc(C(=O)N)c([N+](=O)[O-])n1
Cn1cc(C(N)=O)c([N+](=O)[O-])n1,n1c([N+](=O)[O-])c(C(=O)N)cn1C
Cn1cc(C(N)=O)c([N+](=O)[O-])n1,[O-][N+](c1nn(C)cc1C(=O)N)=O
Cn1c(=O)cc(N)n2ncnc12,n1(C)c2n(c(N)cc1=O)ncn2
Cn1c(=O)cc(N)n2ncnc12,n1n2c(N)cc(=O)n(C)c2nc1
Cn1c(=O)cc(N)n2ncnc12,n1(C)c2ncnn2c(N)cc1=O
Cn1c(=O)cc(N)n2ncnc12,Cn1c2ncnn2c(N)cc1=O
