original,augmented
Cn1c(Cn2nnc(-c3ccccc3)n2)nnc1SCC(N)=O,c1(SCC(N)=O)nnc(Cn2nc(-c3ccccc3)nn2)n1C
Cn1c(Cn2nnc(-c3ccccc3)n2)nnc1SCC(N)=O,O=C(N)CSc1n(C)c(Cn2nc(-c3ccccc3)nn2)nn1
Cn1c(Cn2nnc(-c3ccccc3)n2)nnc1SCC(N)=O,n1nc(SCC(=O)N)n(C)c1Cn1nc(-c2ccccc2)nn1
Cn1cc(NC(=O)c2cn(C)c(=O)c3ccccc23)cn1,C(=O)(Nc1cnn(C)c1)c1c2ccccc2c(=O)n(C)c1
Cn1cc(NC(=O)c2cn(C)c(=O)c3ccccc23)cn1,c1cccc2c1c(C(Nc1cn(C)nc1)=O)cn(C)c2=O
Cn1cc(NC(=O)c2cn(C)c(=O)c3ccccc23)cn1,n1(C)cc(NC(=O)c2c3c(cccc3)c(=O)n(C)c2)cn1
CNC(=O)C[C@@H]1C(=O)N(C)C(=S)N1NC(=O)c1ccccc1,C([C@H]1N(NC(c2ccccc2)=O)C(=S)N(C)C1=O)C(=O)NC
CNC(=O)C[C@@H]1C(=O)N(C)C(=S)N1NC(=O)c1ccccc1,c1ccc(C(NN2[C@H](CC(=O)NC)C(=O)N(C)C2=S)=O)cc1
CNC(=O)C[C@@H]1C(=O)N(C)C(=S)N1NC(=O)c1ccccc1,C(C[C@@H]1C(=O)N(C)C(=S)N1NC(=O)c1ccccc1)(=O)NC
O=C1C[C@H](C(=O)[O-])[C@@H](c2ccc3c(c2)OCCO3)O1,c1c2c(cc([C@@H]3[C@@H](C([O-])=O)CC(=O)O3)c1)OCCO2
O=C1C[C@H](C(=O)[O-])[C@@H](c2ccc3c(c2)OCCO3)O1,c1c2c(ccc1[C@@H]1[C@@H](C([O-])=O)CC(=O)O1)OCCO2
O=C1C[C@H](C(=O)[O-])[C@@H](c2ccc3c(c2)OCCO3)O1,O=C1O[C@H](c2ccc3c(c2)OCCO3)[C@@H](C(=O)[O-])C1
Cn1cc(C(=O)NCCCc2nnc3ccccn23)c2ccccc2c1=O,n1c2ccccn2c(CCCNC(=O)c2cn(C)c(=O)c3c2cccc3)n1
Cn1cc(C(=O)NCCCc2nnc3ccccn23)c2ccccc2c1=O,n1c(CCCNC(c2cn(C)c(=O)c3c2cccc3)=O)n2ccccc2n1
Cn1cc(C(=O)NCCCc2nnc3ccccn23)c2ccccc2c1=O,c1(=O)c2ccccc2c(C(=O)NCCCc2nnc3ccccn23)cn1C
CC(=O)c1cnc2nc(C)nn2c1C,c1(C)c(C(=O)C)cnc2nc(C)nn12
CC(=O)c1cnc2nc(C)nn2c1C,c12n(c(C)c(C(C)=O)cn1)nc(C)n2
CC(=O)c1cnc2nc(C)nn2c1C,n1c(C)nn2c(C)c(C(C)=O)cnc12
Cn1cnc(C(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)c1,C1CN(C(=O)CC[C@@H]2C3(CN(C(c4ncn(C)c4)=O)C2)CCC3)CCO1
Cn1cnc(C(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)c1,n1c(C(N2CC3(CCC3)[C@@H](CCC(=O)N3CCOCC3)C2)=O)cn(C)c1
Cn1cnc(C(=O)N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)c1,n1(C)cnc(C(N2C[C@H](CCC(=O)N3CCOCC3)C3(CCC3)C2)=O)c1
NC(=O)c1c(N)cnn1CCF,O=C(N)c1n(CCF)ncc1N
NC(=O)c1c(N)cnn1CCF,c1nn(CCF)c(C(N)=O)c1N
NC(=O)c1c(N)cnn1CCF,C(N)(=O)c1n(CCF)ncc1N
Nc1cccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)c1,c1c(S(=O)(N2CCC(C([O-])=O)CC2)=O)cc(N)cc1
Nc1cccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)c1,C1N(S(=O)(c2cccc(N)c2)=O)CCC(C([O-])=O)C1
Nc1cccc(S(=O)(=O)N2CCC(C(=O)[O-])CC2)c1,c1c(N)cc(S(=O)(=O)N2CCC(C([O-])=O)CC2)cc1
Cc1c(C(=O)N(C)C)sc(NC(=O)c2ccnn2C)c1C#N,Cn1c(C(=O)Nc2c(C#N)c(C)c(C(=O)N(C)C)s2)ccn1
Cc1c(C(=O)N(C)C)sc(NC(=O)c2ccnn2C)c1C#N,N(C(=O)c1n(C)ncc1)c1c(C#N)c(C)c(C(=O)N(C)C)s1
Cc1c(C(=O)N(C)C)sc(NC(=O)c2ccnn2C)c1C#N,c1cnn(C)c1C(=O)Nc1c(C#N)c(C)c(C(N(C)C)=O)s1
C[C@H](C(=O)[O-])n1ccc(C(N)=O)n1,O=C(c1nn([C@H](C)C(=O)[O-])cc1)N
C[C@H](C(=O)[O-])n1ccc(C(N)=O)n1,n1n([C@@H](C(=O)[O-])C)ccc1C(N)=O
O=C([O-])CCNC(=O)Cn1ncc2ccccc2c1=O,c12ccccc1cnn(CC(NCCC(=O)[O-])=O)c2=O
O=C([O-])CCNC(=O)Cn1ncc2ccccc2c1=O,C(NC(Cn1ncc2c(cccc2)c1=O)=O)CC([O-])=O
O=C([O-])CCNC(=O)Cn1ncc2ccccc2c1=O,n1(CC(=O)NCCC(=O)[O-])c(=O)c2ccccc2cn1
O=C(NCc1ccccc1)C1=NN([C@@H]2CC[S@@+](=O)([OH2+])C2)C(=O)CC1,C1(=O)CCC(C(NCc2ccccc2)=O)=NN1[C@H]1C[S@+](=O)([OH2+])CC1
O=C(NCc1ccccc1)C1=NN([C@@H]2CC[S@@+](=O)([OH2+])C2)C(=O)CC1,[OH2+][S@+]1(=O)CC[C@@H](N2C(=O)CCC(C(NCc3ccccc3)=O)=N2)C1
O=C(NCc1ccccc1)C1=NN([C@@H]2CC[S@@+](=O)([OH2+])C2)C(=O)CC1,c1cccc(CNC(C2=NN([C@H]3C[S@+](=O)([OH2+])CC3)C(=O)CC2)=O)c1
CCn1ncc(NC(=O)[C@H]2CCCC[C@H]2C(=O)[O-])c1C(N)=O,O=C([O-])[C@@H]1CCCC[C@@H]1C(=O)Nc1c(C(=O)N)n(CC)nc1
CCn1ncc(NC(=O)[C@H]2CCCC[C@H]2C(=O)[O-])c1C(N)=O,C(=O)(Nc1cnn(CC)c1C(=O)N)[C@@H]1[C@H](C(=O)[O-])CCCC1
CCn1ncc(NC(=O)[C@H]2CCCC[C@H]2C(=O)[O-])c1C(N)=O,[C@@H]1(C([O-])=O)CCCC[C@@H]1C(=O)Nc1c(C(N)=O)n(CC)nc1
CCn1ncc(C(=O)Nc2cnn(C)c2C(N)=O)c1C,n1n(C)c(C(N)=O)c(NC(=O)c2c(C)n(CC)nc2)c1
CCn1ncc(C(=O)Nc2cnn(C)c2C(N)=O)c1C,C(=O)(c1c(NC(=O)c2cnn(CC)c2C)cnn1C)N
CCn1ncc(C(=O)Nc2cnn(C)c2C(N)=O)c1C,n1n(C)c(C(N)=O)c(NC(=O)c2cnn(CC)c2C)c1
Cc1c([S@+](=O)([OH2+])Nc2ccccc2C(N)=O)cnn1C,c1(C(=O)N)c(N[S@+]([OH2+])(=O)c2c(C)n(C)nc2)cccc1
Cc1c([S@+](=O)([OH2+])Nc2ccccc2C(N)=O)cnn1C,O=[S@@+](Nc1c(C(=O)N)cccc1)(c1cnn(C)c1C)[OH2+]
Cc1c([S@+](=O)([OH2+])Nc2ccccc2C(N)=O)cnn1C,Cc1n(C)ncc1[S@+]([OH2+])(Nc1c(C(N)=O)cccc1)=O
NC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1,N1(Cc2ccccc2)C(=O)C[C@@H](C(N)=O)C1
NC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1,C1C(=O)N(Cc2ccccc2)C[C@@H]1C(=O)N
NC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1,c1(CN2C[C@H](C(=O)N)CC2=O)ccccc1
Cc1cc(C)c(-c2cc(C(=O)Nc3cccc(F)c3)nn2C)c(C)c1,c1c(C)cc(C)c(-c2n(C)nc(C(=O)Nc3cccc(F)c3)c2)c1C
Cc1cc(C)c(-c2cc(C(=O)Nc3cccc(F)c3)nn2C)c(C)c1,c1c(C)c(-c2n(C)nc(C(=O)Nc3cccc(F)c3)c2)c(C)cc1C
Cc1cc(C)c(-c2cc(C(=O)Nc3cccc(F)c3)nn2C)c(C)c1,c1(NC(c2nn(C)c(-c3c(C)cc(C)cc3C)c2)=O)cc(F)ccc1
CCn1cnnc1-c1nn(C)c2c1CN(C(=O)CCn1nc(C)cc1C)CC2,Cn1nc(-c2n(CC)cnn2)c2c1CCN(C(=O)CCn1nc(C)cc1C)C2
CCn1cnnc1-c1nn(C)c2c1CN(C(=O)CCn1nc(C)cc1C)CC2,n1(CC)cnnc1-c1nn(C)c2c1CN(C(CCn1nc(C)cc1C)=O)CC2
CCn1cnnc1-c1nn(C)c2c1CN(C(=O)CCn1nc(C)cc1C)CC2,c1(-c2n(CC)cnn2)c2c(n(C)n1)CCN(C(=O)CCn1c(C)cc(C)n1)C2
O=C([O-])[C@H]1CC(=O)N(Cc2ccccc2F)C1,Fc1c(CN2C[C@@H](C(=O)[O-])CC2=O)cccc1
O=C([O-])[C@H]1CC(=O)N(Cc2ccccc2F)C1,c1(CN2C(=O)C[C@H](C(=O)[O-])C2)c(F)cccc1
O=C([O-])[C@H]1CC(=O)N(Cc2ccccc2F)C1,O=C1C[C@H](C([O-])=O)CN1Cc1c(F)cccc1
Cn1nc(N2CCC([NH3+])CC2)ccc1=O,C1CC([NH3+])CCN1c1ccc(=O)n(C)n1
Cn1nc(N2CCC([NH3+])CC2)ccc1=O,C1N(c2nn(C)c(=O)cc2)CCC([NH3+])C1
Cn1nc(N2CCC([NH3+])CC2)ccc1=O,N1(c2nn(C)c(=O)cc2)CCC([NH3+])CC1
Cc1ccc(NC(=O)c2ccc(CN3C(=O)[C@@H]4CCCN4C(=O)c4ccccc43)cc2)cc1F,C(=O)(c1ccc(CN2C(=O)[C@@H]3CCCN3C(=O)c3ccccc32)cc1)Nc1ccc(C)c(F)c1
Cc1ccc(NC(=O)c2ccc(CN3C(=O)[C@@H]4CCCN4C(=O)c4ccccc43)cc2)cc1F,c1(C)c(F)cc(NC(c2ccc(CN3c4ccccc4C(=O)N4[C@H](C3=O)CCC4)cc2)=O)cc1
Cc1ccc(NC(=O)c2ccc(CN3C(=O)[C@@H]4CCCN4C(=O)c4ccccc43)cc2)cc1F,c1c(C(=O)Nc2ccc(C)c(F)c2)ccc(CN2C(=O)[C@@H]3CCCN3C(=O)c3ccccc32)c1
O=C(c1ccc([S@@+](=O)([OH2+])N2CCCCC2)cc1)n1cnc2ccccc21,c1cccc2n(C(=O)c3ccc([S@@+](N4CCCCC4)(=O)[OH2+])cc3)cnc12
O=C(c1ccc([S@@+](=O)([OH2+])N2CCCCC2)cc1)n1cnc2ccccc21,c12ccccc1ncn2C(c1ccc([S@+](N2CCCCC2)([OH2+])=O)cc1)=O
O=C(c1ccc([S@@+](=O)([OH2+])N2CCCCC2)cc1)n1cnc2ccccc21,c1ccc2c(n(C(=O)c3ccc([S@+]([OH2+])(=O)N4CCCCC4)cc3)cn2)c1
O=C([O-])Cn1nnc(-c2ccc3c(c2)OCO3)n1,C1Oc2c(cc(-c3nn(CC([O-])=O)nn3)cc2)O1
O=C([O-])Cn1nnc(-c2ccc3c(c2)OCO3)n1,c12cc(-c3nn(CC(=O)[O-])nn3)ccc1OCO2
O=C([O-])Cn1nnc(-c2ccc3c(c2)OCO3)n1,C(C([O-])=O)n1nnc(-c2ccc3c(c2)OCO3)n1
O=C([O-])CCCn1cnc2ccccc2c1=O,c12c(=O)n(CCCC([O-])=O)cnc1cccc2
O=C([O-])CCCn1cnc2ccccc2c1=O,O=c1n(CCCC(=O)[O-])cnc2ccccc12
O=C([O-])CCCn1cnc2ccccc2c1=O,[O-]C(=O)CCCn1cnc2ccccc2c1=O
O=C(NN[C@@H]1CC(=O)N(c2ccc(F)c(F)c2)C1=O)c1cccnc1,c1c(N2C(=O)C[C@@H](NNC(=O)c3cccnc3)C2=O)cc(F)c(F)c1
O=C(NN[C@@H]1CC(=O)N(c2ccc(F)c(F)c2)C1=O)c1cccnc1,O=C1N(c2cc(F)c(F)cc2)C(=O)[C@H](NNC(=O)c2cccnc2)C1
O=C(NN[C@@H]1CC(=O)N(c2ccc(F)c(F)c2)C1=O)c1cccnc1,c1(F)c(F)cc(N2C(=O)[C@H](NNC(=O)c3cnccc3)CC2=O)cc1
C[C@@H](CNC(=O)Cn1cccc1C(=O)c1ccccc1)c1ccccc1,C(C(=O)NC[C@@H](c1ccccc1)C)n1cccc1C(=O)c1ccccc1
C[C@@H](CNC(=O)Cn1cccc1C(=O)c1ccccc1)c1ccccc1,C(c1n(CC(=O)NC[C@H](C)c2ccccc2)ccc1)(c1ccccc1)=O
C[C@@H](CNC(=O)Cn1cccc1C(=O)c1ccccc1)c1ccccc1,c1([C@@H](C)CNC(Cn2c(C(c3ccccc3)=O)ccc2)=O)ccccc1
CCn1nccc1[C@@H]1/C(=C(/N)[O-])C(C)=Nc2ncnn21,n12ncnc1N=C(C)/C(=C(/[O-])N)[C@H]2c1n(CC)ncc1
CCn1nccc1[C@@H]1/C(=C(/N)[O-])C(C)=Nc2ncnn21,c1([C@H]2n3ncnc3N=C(C)/C2=C(\N)[O-])ccnn1CC
CCn1nccc1[C@@H]1/C(=C(/N)[O-])C(C)=Nc2ncnn21,n1cnn2c1N=C(C)/C(=C(\N)[O-])[C@H]2c1ccnn1CC
CCn1cc(-c2ccnc3c2c(C)nn3CC(=O)[O-])cn1,Cc1nn(CC(=O)[O-])c2nccc(-c3cn(CC)nc3)c21
CCn1cc(-c2ccnc3c2c(C)nn3CC(=O)[O-])cn1,n1(CC)ncc(-c2c3c(ncc2)n(CC(=O)[O-])nc3C)c1
CCn1cc(-c2ccnc3c2c(C)nn3CC(=O)[O-])cn1,n1c(C)c2c(n1CC(=O)[O-])nccc2-c1cn(CC)nc1
NC(=O)COc1ccc(/C=N/NC(=O)CSc2ncccn2)cc1,C(=O)(N/N=C/c1ccc(OCC(N)=O)cc1)CSc1ncccn1
NC(=O)COc1ccc(/C=N/NC(=O)CSc2ncccn2)cc1,c1cc(OCC(=O)N)ccc1/C=N/NC(CSc1ncccn1)=O
NC(=O)COc1ccc(/C=N/NC(=O)CSc2ncccn2)cc1,n1c(SCC(=O)N/N=C/c2ccc(OCC(=O)N)cc2)nccc1
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Oc1ccc2ccccc2c1,c1ccc2c(c1)c(=O)c1ccccc1n2CC(Oc1ccc2ccccc2c1)=O
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Oc1ccc2ccccc2c1,c1ccc2ccc(OC(=O)Cn3c4ccccc4c(=O)c4c3cccc4)cc2c1
O=C(Cn1c2ccccc2c(=O)c2ccccc21)Oc1ccc2ccccc2c1,c1ccc2ccc(OC(Cn3c4ccccc4c(=O)c4ccccc34)=O)cc2c1
O=C(c1cccc(-c2noc(COc3ccc(F)cc3)n2)c1)N1CCCC1,C1CCCN1C(=O)c1cc(-c2nc(COc3ccc(F)cc3)on2)ccc1
O=C(c1cccc(-c2noc(COc3ccc(F)cc3)n2)c1)N1CCCC1,C(Oc1ccc(F)cc1)c1nc(-c2cccc(C(N3CCCC3)=O)c2)no1
O=C(c1cccc(-c2noc(COc3ccc(F)cc3)n2)c1)N1CCCC1,Fc1ccc(OCc2onc(-c3cccc(C(=O)N4CCCC4)c3)n2)cc1
c1ccn2c([C@H]3CCC[NH2+]C3)nnc2c1,n1nc([C@@H]2C[NH2+]CCC2)n2ccccc12
c1ccn2c([C@H]3CCC[NH2+]C3)nnc2c1,c1n2c(ccc1)nnc2[C@@H]1C[NH2+]CCC1
c1ccn2c([C@H]3CCC[NH2+]C3)nnc2c1,c1n2c([C@@H]3C[NH2+]CCC3)nnc2ccc1
O=C([O-])[C@@H]1CCN(c2nnc3ccccn23)C1,n12c(cccc1)nnc2N1C[C@H](C([O-])=O)CC1
O=C([O-])[C@@H]1CCN(c2nnc3ccccn23)C1,n1nc(N2CC[C@@H](C([O-])=O)C2)n2ccccc12
O=C([O-])[C@@H]1CCN(c2nnc3ccccn23)C1,C1N(c2nnc3n2cccc3)CC[C@H]1C([O-])=O
O=C([O-])[C@H]1CCCN(c2ccc3nncn3n2)C1,c1c2nncn2nc(N2CCC[C@H](C(=O)[O-])C2)c1
O=C([O-])[C@H]1CCCN(c2ccc3nncn3n2)C1,[C@@H]1(C([O-])=O)CN(c2nn3cnnc3cc2)CCC1
O=C([O-])[C@H]1CCCN(c2ccc3nncn3n2)C1,N1(c2nn3c(nnc3)cc2)CCC[C@H](C(=O)[O-])C1
Cc1n[nH]c(C)c1[S@+](=O)([OH2+])N1CCN(C(=O)C[C@H](c2ccsc2)n2cccc2)CC1,c1(C)c([S@+](N2CCN(C(C[C@H](c3cscc3)n3cccc3)=O)CC2)(=O)[OH2+])c(C)n[nH]1
Cc1n[nH]c(C)c1[S@+](=O)([OH2+])N1CCN(C(=O)C[C@H](c2ccsc2)n2cccc2)CC1,c1cccn1[C@@H](c1ccsc1)CC(N1CCN([S@@+](=O)([OH2+])c2c(C)[nH]nc2C)CC1)=O
Cc1n[nH]c(C)c1[S@+](=O)([OH2+])N1CCN(C(=O)C[C@H](c2ccsc2)n2cccc2)CC1,c1cn([C@H](CC(N2CCN([S@@+](c3c(C)n[nH]c3C)(=O)[OH2+])CC2)=O)c2cscc2)cc1
NC(=O)c1cccnc1N1CCOCC1,c1nc(N2CCOCC2)c(C(N)=O)cc1
NC(=O)c1cccnc1N1CCOCC1,c1(N2CCOCC2)ncccc1C(N)=O
NC(=O)c1cccnc1N1CCOCC1,NC(c1cccnc1N1CCOCC1)=O
NC(=O)c1c(NC(=O)[C@@H]2[C@H]3CC[C@H](CC3)[C@H]2C(=O)[O-])sc2c1CCc1ccccc1-2,c12ccccc1CCc1c-2sc(NC([C@H]2[C@H](C(=O)[O-])[C@H]3CC[C@@H]2CC3)=O)c1C(N)=O
NC(=O)c1c(NC(=O)[C@@H]2[C@H]3CC[C@H](CC3)[C@H]2C(=O)[O-])sc2c1CCc1ccccc1-2,O=C([C@@H]1[C@H]2CC[C@H](CC2)[C@H]1C(Nc1sc2c(c1C(N)=O)CCc1ccccc1-2)=O)[O-]
NC(=O)c1c(NC(=O)[C@@H]2[C@H]3CC[C@H](CC3)[C@H]2C(=O)[O-])sc2c1CCc1ccccc1-2,c1cccc2c1-c1c(c(C(=O)N)c(NC([C@@H]3[C@H]4CC[C@@H]([C@H]3C([O-])=O)CC4)=O)s1)CC2
O=C(c1ccccc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,c1ccccc1C(c1ccc(N2CCOCC2)c([N+]([O-])=O)c1)=O
O=C(c1ccccc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,c1(C(c2cc([N+](=O)[O-])c(N3CCOCC3)cc2)=O)ccccc1
O=C(c1ccccc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,c1(C(=O)c2ccccc2)ccc(N2CCOCC2)c([N+](=O)[O-])c1
Cc1nn(C)c(C)c1/C=N/n1c([S-])nnc1C(F)F,FC(F)c1n(/N=C/c2c(C)nn(C)c2C)c([S-])nn1
Cc1nn(C)c(C)c1/C=N/n1c([S-])nnc1C(F)F,[S-]c1nnc(C(F)F)n1/N=C/c1c(C)nn(C)c1C
Cc1nn(C)c(C)c1/C=N/n1c([S-])nnc1C(F)F,n1c(C)c(/C=N/n2c([S-])nnc2C(F)F)c(C)n1C
Cn1cc(NC(=O)c2ccc3c(c2)OCO3)c(C(N)=O)n1,n1(C)cc(NC(c2cc3c(cc2)OCO3)=O)c(C(=O)N)n1
Cn1cc(NC(=O)c2ccc3c(c2)OCO3)c(C(N)=O)n1,c1(C(=O)Nc2c(C(=O)N)nn(C)c2)cc2c(cc1)OCO2
Cn1cc(NC(=O)c2ccc3c(c2)OCO3)c(C(N)=O)n1,n1n(C)cc(NC(c2ccc3c(c2)OCO3)=O)c1C(N)=O
Fc1cc(F)c(F)c(SCCc2ccccn2)c1F,n1ccccc1CCSc1c(F)c(F)cc(F)c1F
Fc1cc(F)c(F)c(SCCc2ccccn2)c1F,c1(F)c(F)c(SCCc2ncccc2)c(F)c(F)c1
Fc1cc(F)c(F)c(SCCc2ccccn2)c1F,c1c(F)c(F)c(SCCc2ncccc2)c(F)c1F
COc1ccc(N(C)C(=O)Nc2ccc3snnc3c2)cc1,c12cc(NC(N(c3ccc(OC)cc3)C)=O)ccc1snn2
COc1ccc(N(C)C(=O)Nc2ccc3snnc3c2)cc1,c1c(NC(N(C)c2ccc(OC)cc2)=O)ccc2c1nns2
COc1ccc(N(C)C(=O)Nc2ccc3snnc3c2)cc1,C(N(C)c1ccc(OC)cc1)(=O)Nc1ccc2c(nns2)c1
O=C(Cc1ccccc1Cl)N1CCc2nc(-c3ccc(F)cc3)ncc2C1,c1(Cl)ccccc1CC(N1CCc2c(cnc(-c3ccc(F)cc3)n2)C1)=O
O=C(Cc1ccccc1Cl)N1CCc2nc(-c3ccc(F)cc3)ncc2C1,C1N(C(Cc2ccccc2Cl)=O)Cc2cnc(-c3ccc(F)cc3)nc2C1
O=C(Cc1ccccc1Cl)N1CCc2nc(-c3ccc(F)cc3)ncc2C1,c1(-c2nc3c(cn2)CN(C(Cc2ccccc2Cl)=O)CC3)ccc(F)cc1
O=C(Nc1nc[nH]n1)[C@@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,N(c1nc[nH]n1)C([C@H]1CN(c2n[nH]c3ccccc23)C(=O)C1)=O
O=C(Nc1nc[nH]n1)[C@@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,c1cc2[nH]nc(N3C[C@H](C(Nc4n[nH]cn4)=O)CC3=O)c2cc1
O=C(Nc1nc[nH]n1)[C@@H]1CC(=O)N(c2n[nH]c3ccccc23)C1,O=C(Nc1nc[nH]n1)[C@H]1CN(c2c3ccccc3[nH]n2)C(=O)C1
[NH3+]C[C@H](O)c1ccc2c(c1)OCCO2,O1c2ccc([C@@H](O)C[NH3+])cc2OCC1
[NH3+]C[C@H](O)c1ccc2c(c1)OCCO2,C1COc2c(ccc([C@H](C[NH3+])O)c2)O1
[NH3+]C[C@H](O)c1ccc2c(c1)OCCO2,O[C@H](c1cc2c(cc1)OCCO2)C[NH3+]
c1cc(-c2nn3c(-c4cnccn4)nnc3s2)c2nnnn2c1,n1nc2n(n1)cccc2-c1nn2c(-c3nccnc3)nnc2s1
c1cc(-c2nn3c(-c4cnccn4)nnc3s2)c2nnnn2c1,c1(-c2nn3c(-c4cnccn4)nnc3s2)cccn2nnnc12
c1cc(-c2nn3c(-c4cnccn4)nnc3s2)c2nnnn2c1,n12c(c(-c3nn4c(s3)nnc4-c3cnccn3)ccc1)nnn2
Cc1c(NC(=O)c2c(C(=O)[O-])cnn2C)c(=O)n(-c2ccccc2)n1C,c1(C(Nc2c(=O)n(-c3ccccc3)n(C)c2C)=O)c(C(=O)[O-])cnn1C
Cc1c(NC(=O)c2c(C(=O)[O-])cnn2C)c(=O)n(-c2ccccc2)n1C,[O-]C(c1c(C(Nc2c(C)n(C)n(-c3ccccc3)c2=O)=O)n(C)nc1)=O
Cc1c(NC(=O)c2c(C(=O)[O-])cnn2C)c(=O)n(-c2ccccc2)n1C,O=c1n(-c2ccccc2)n(C)c(C)c1NC(c1c(C(=O)[O-])cnn1C)=O
NC(=O)c1c(N)ncc2cc([N+](=O)[O-])ccc12,c1c([N+](=O)[O-])ccc2c(C(=O)N)c(N)ncc12
NC(=O)c1c(N)ncc2cc([N+](=O)[O-])ccc12,Nc1ncc2c(ccc([N+]([O-])=O)c2)c1C(=O)N
NC(=O)c1c(N)ncc2cc([N+](=O)[O-])ccc12,c12c(C(N)=O)c(N)ncc1cc([N+]([O-])=O)cc2
CCn1cc(N)c(-n2ccc(C(=O)[O-])n2)n1,C(n1cc(N)c(-n2ccc(C(=O)[O-])n2)n1)C
CCn1cc(N)c(-n2ccc(C(=O)[O-])n2)n1,Nc1c(-n2ccc(C(=O)[O-])n2)nn(CC)c1
CCn1cc(N)c(-n2ccc(C(=O)[O-])n2)n1,c1(-n2nc(C([O-])=O)cc2)c(N)cn(CC)n1
CC[C@@]1(C(N)=O)CCCN(C(=O)c2ocnc2C)C1,C(N)([C@]1(CC)CCCN(C(c2ocnc2C)=O)C1)=O
CC[C@@]1(C(N)=O)CCCN(C(=O)c2ocnc2C)C1,C(C)[C@@]1(C(=O)N)CCCN(C(=O)c2c(C)nco2)C1
CC[C@@]1(C(N)=O)CCCN(C(=O)c2ocnc2C)C1,C1[C@@](C(=O)N)(CC)CCCN1C(c1c(C)nco1)=O
Cc1nncn1[C@@H]1CCN(C(=O)c2cccc(N3CCCC[S@@+]3(=O)[OH2+])c2)C1,n1nc(C)n([C@@H]2CCN(C(c3cc(N4[S@@+]([OH2+])(=O)CCCC4)ccc3)=O)C2)c1
Cc1nncn1[C@@H]1CCN(C(=O)c2cccc(N3CCCC[S@@+]3(=O)[OH2+])c2)C1,c1cc(N2[S@+](=O)([OH2+])CCCC2)cc(C(=O)N2CC[C@@H](n3cnnc3C)C2)c1
Cc1nncn1[C@@H]1CCN(C(=O)c2cccc(N3CCCC[S@@+]3(=O)[OH2+])c2)C1,C1C[S@@+](=O)([OH2+])N(c2cccc(C(N3CC[C@@H](n4cnnc4C)C3)=O)c2)CC1
O=C(NC1CC1)[C@H]1CC(=O)N(CC2CCN(C(=O)c3ccncc3)CC2)C1,O=C(c1ccncc1)N1CCC(CN2C[C@@H](C(NC3CC3)=O)CC2=O)CC1
O=C(NC1CC1)[C@H]1CC(=O)N(CC2CCN(C(=O)c3ccncc3)CC2)C1,C(c1ccncc1)(N1CCC(CN2C(=O)C[C@H](C(=O)NC3CC3)C2)CC1)=O
O=C(NC1CC1)[C@H]1CC(=O)N(CC2CCN(C(=O)c3ccncc3)CC2)C1,C1C(CN2C[C@@H](C(=O)NC3CC3)CC2=O)CCN(C(=O)c2ccncc2)C1
CN(C(=O)CCNC(=O)Cn1cnc2ccccc2c1=O)c1ccc(F)cc1,n1cn(CC(=O)NCCC(N(c2ccc(F)cc2)C)=O)c(=O)c2ccccc12
CN(C(=O)CCNC(=O)Cn1cnc2ccccc2c1=O)c1ccc(F)cc1,c1cc2ncn(CC(NCCC(N(C)c3ccc(F)cc3)=O)=O)c(=O)c2cc1
CN(C(=O)CCNC(=O)Cn1cnc2ccccc2c1=O)c1ccc(F)cc1,c1c(N(C(=O)CCNC(=O)Cn2cnc3ccccc3c2=O)C)ccc(F)c1
O=C([O-])c1cnn(Cc2ccnn2C(F)F)c1,c1nn(Cc2n(C(F)F)ncc2)cc1C(=O)[O-]
O=C([O-])c1cnn(Cc2ccnn2C(F)F)c1,c1n(Cc2ccnn2C(F)F)ncc1C(=O)[O-]
O=C([O-])c1cnn(Cc2ccnn2C(F)F)c1,C([O-])(c1cn(Cc2ccnn2C(F)F)nc1)=O
Cn1cnc2c(C(=O)NC[C@H]3CCCO3)nn(-c3ccccc3)c2c1=O,c12c(C(=O)NC[C@@H]3OCCC3)nn(-c3ccccc3)c1c(=O)n(C)cn2
Cn1cnc2c(C(=O)NC[C@H]3CCCO3)nn(-c3ccccc3)c2c1=O,c12c(=O)n(C)cnc1c(C(NC[C@H]1CCCO1)=O)nn2-c1ccccc1
Cn1cnc2c(C(=O)NC[C@H]3CCCO3)nn(-c3ccccc3)c2c1=O,c1ccc(-n2c3c(c(C(=O)NC[C@@H]4OCCC4)n2)ncn(C)c3=O)cc1
