smiles,selfies,sa_score
Cc1ccn2c(=O)c(C(=O)NCc3ccncc3)c([O-])nc2c1,[C][C][C][=C][N][C][=Branch1][C][=O][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Branch1][C][O-1][N][=C][Ring2][Ring1][C][C][=Ring2][Ring1][=Branch1],2.770368175340698
O=c1c2cnc3ncnn3c2ccn1Cc1ccccn1,[O][=C][C][C][=N][C][=N][C][=N][N][Ring1][Branch1][C][=Ring1][=Branch2][C][=C][N][Ring1][=N][C][C][=C][C][=C][C][=N][Ring1][=Branch1],2.5495664492162877
Cc1ccc2c(c1)sc1ncc(NC(=O)c3ccccc3C)c(=O)n12,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=N][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][P][Ring2][Ring1][Branch1],2.2681658623954934
NC(=O)c1ccccc1NC(=O)CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][Ring1][=N][=O],2.1608666855218033
NC(=O)c1ccccc1NC(=O)c1ccc(N2C(=O)CC[S@+]2(=O)[OH2+])cc1,[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][S@+1][Ring1][=Branch1][=Branch1][C][=O][OH2+1][C][=C][Ring1][=C],3.5263671757676347
Cn1cc(C(=O)N[C@H]2Cc3c(C(=O)NCc4cccnc4)cnn3C2)cn1,[C][N][C][=C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C@H1][C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=N][N][Ring1][#C][C][Ring2][Ring1][C][C][=N][Ring2][Ring1][#Branch2],3.189903588970397
COc1ccc(-c2cc(C(=O)[O-])c3c(-c4ccc(C)cc4)[nH]nc3n2)cc1OC,[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][NH1][N][=C][Ring1][N][N][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2][O][C],2.602591187937737
CC(=O)N[C@H]1C[C@H]2CN([S@@+](=O)([OH2+])c3cccc(F)c3)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch2][Ring1][Ring1][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][Ring1][P][C][Ring2][Ring1][Ring2],4.612796288486079
O=C(NCc1ccncc1)c1c([O-])nc2ccccn2c1=O,[O][=C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Branch1][C][O-1][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][Ring1][O][=O],2.6704376429010424
Cc1ccccc1Nc1nc(-c2c(C)nc3ncccn23)cs1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][Branch1][P][C][=C][Branch1][C][C][N][=C][N][=C][C][=C][N][Ring1][#Branch2][Ring1][=Branch1][=C][S][Ring1][#C],2.4276839750404235
Cc1nnc2c(Nc3ccc(O)cc3)nc3ccc(C(=O)c4ccccc4)cc3n12,[C][C][=N][N][=C][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=N][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][N][Ring2][Ring1][=N][Ring2][Ring1][#Branch2],2.3346644836665718
O=C([O-])C[C@H](c1ccccc1)c1ccc2c(c1)OCO2,[O][=C][Branch1][C][O-1][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],2.81414353474581
NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(NC(=O)c3ccccc3F)c(C(=O)[O-])c2)CC1,[N][C][=Branch1][C][=O][C][Branch1][=Branch2][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][C][N][Branch2][Ring1][P][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][#C],3.6459104193460945
Cn1c(=O)c2ccccc2n2c(SCC(=O)N3CCOCC3)nnc12,[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=N][N][=C][Ring2][Ring1][Branch2][Ring1][#C],2.3362396977151043
NC(=O)CN1C(=O)[C@](O)(CC(=O)c2ccncc2)c2ccccc21,[N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@][Branch1][C][O][Branch1][=C][C][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2],2.7710355304776897
CC(=O)Nc1ccc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][C@H1][Branch1][S][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][Ring1][#C][=O][C][=C][Ring2][Ring1][=Branch1],2.6326114065368653
NC(=O)Cn1c(CSc2nc3ccccc3n2CC(N)=O)nc2ccccc21,[N][C][=Branch1][C][=O][C][N][C][Branch2][Ring1][=Branch1][C][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Branch1][C][N][=O][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2],2.33023466004728
NC(=O)Cn1cnc2c(sc3ncccc32)c1=O,[N][C][=Branch1][C][=O][C][N][C][=N][C][=C][Branch1][N][S][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][Ring1][=N][=O],2.443257054951191
Cn1ncc2c1ncn1nc(-c3n[nH]cc3[N+](=O)[O-])nc21,[C][N][N][=C][C][=C][Ring1][Branch1][N][=C][N][N][=C][Branch1][=N][C][=N][NH1][C][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][N][=C][Ring1][P][Ring1][=N],3.258214389662939
CC(C)n1cc(C(=O)Nc2n[nH]c3cccc(F)c23)c2ccccc2c1=O,[C][C][Branch1][C][C][N][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][NH1][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch2][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][=O],2.4789885124453086
O=C(Nc1ccccc1)c1cccc(N2C[C@@H](C(=O)NCc3cccc(Cl)c3)CC2=O)c1,[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch2][Ring1][=N][N][C][C@@H1][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][Ring1][S][=O][=C][Ring2][Ring1][#Branch1],2.4161021042851942
Cc1cc(C(=O)N2CCC[C@H](n3c(=O)n(C)c4cncnc43)C2)nn1C,[C][C][=C][C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][N][=C][N][=C][Ring1][=Branch1][Ring1][O][C][Ring1][P][=N][N][Ring2][Ring1][Branch2][C],3.2174741831438194
NC(=O)c1ccccc1NC(=O)c1cnccn1,[N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1],1.8473267382091088
O=C([O-])Cn1ccc2c(cnc3ccnn32)c1=O,[O][=C][Branch1][C][O-1][C][N][C][=C][C][=C][Branch1][N][C][=N][C][=C][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][Ring1][=N][=O],3.0689023038199696
NS(=O)(=O)c1ccc(CCNC(=O)CSc2ncccc2C(=O)[O-])cc1,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C][N][C][=Branch1][C][=O][C][S][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][=Branch1],2.466769874079045
O=C([C@@H]1CC(=O)N(c2ccc(F)cc2)C1)N1CC[NH2+]CC1,[O][=C][Branch2][Ring1][Branch2][C@@H1][C][C][=Branch1][C][=O][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][=N][N][C][C][NH2+1][C][C][Ring1][=Branch1],3.5209497682746047
O=C([O-])[C@@H]1CC(=O)N(c2ccccc2)[C@H]1c1cccc(C(F)(F)F)c1,[O][=C][Branch1][C][O-1][C@@H1][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],3.24248534806273
O=C(NCc1ccccn1)c1c([O-])nc2ccccn2c1=O,[O][=C][Branch1][O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Branch1][C][O-1][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][Ring1][O][=O],2.677160719824119
CCO[C@H]1O[C@@H]2[C@H](O1)[C@H](CO)O[C@H]2n1cnc2c(N)ncnc21,[C][C][O][C@H1][O][C@@H1][C@H1][Branch1][Ring2][O][Ring1][Branch1][C@H1][Branch1][Ring1][C][O][O][C@H1][Ring1][Branch2][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2],4.234641504274263
Cn1cc(CN2CCN(C(=O)COc3ccc(F)cc3)CC2)ccc1=O,[C][N][C][=C][Branch2][Ring1][=C][C][N][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][P][C][=C][C][Ring2][Ring1][Branch2][=O],2.0910529821871524
CC(=O)N[C@@H]1CN(C(=O)c2n[nH]c3ccccc23)C[C@H]1CO,[C][C][=Branch1][C][=O][N][C@@H1][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][C@H1][Ring1][S][C][O],3.1889240026794905
O=C([O-])[C@H](Cc1ccccc1)NC(=O)N1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)[O-])CC1,[O][=C][Branch1][C][O-1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Ring2][Ring1][Ring2],3.381564239854309
Cc1ccc(C2=NN(C(=O)CN(C)Cc3ccccc3)[C@H](c3ccccc3)C2)cc1C,[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][C],2.616261917131956
Cc1nn(C)c(C(=O)Nc2cnn(C)c2C(N)=O)c1Cl,[C][C][=N][N][Branch1][C][C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Branch1][C][N][=O][=C][Ring2][Ring1][C][Cl],2.5915282772492017
COc1ccccc1CCN1C(=O)N[C@H](CC(=O)N[C@@H]2CC[S@+](=O)([OH2+])C2)C1=O,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C@@H1][C][C][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][Ring1][#Branch1][C][Ring1][P][=O],4.339848597743985
O=C1CCC(=O)N1c1cnn(Cc2ccccc2)c1,[O][=C][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][N],2.1210304819860557
Cc1ccc2ncn(C3CCN(C(=O)Cc4c(F)cccc4F)CC3)c2c1,[C][C][=C][C][=C][N][=C][N][Branch2][Ring1][=N][C][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][C][C][Ring1][P][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],2.341105782017843
O=C(NCc1ccc(F)cc1F)c1ccc2c(c1)nc1n2CCN(Cc2ccccn2)C1=O,[O][=C][Branch1][#C][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][N][Ring1][=Branch1][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Ring1][=N][=O],2.5273701142240323
NC(=O)c1c(NC(=O)[C@H]2CCCO2)sc2c1CCc1ccccc1-2,[N][C][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C@H1][C][C][C][O][Ring1][Branch1][S][C][=C][Ring1][=N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],2.8963345371167346
COc1ccc(N2C[C@H](C(=O)N3CC[NH2+]CC3)CC2=O)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][C@H1][Branch1][=N][C][=Branch1][C][=O][N][C][C][NH2+1][C][C][Ring1][=Branch1][C][C][Ring1][=N][=O][C][=C][Ring2][Ring1][Ring2],3.4426835709632577
Cn1ncc(NC(=O)[C@@H]2CC=CC[C@H]2C(=O)[O-])c1C(N)=O,[C][N][N][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][C][C][=C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][P][C][Branch1][C][N][=O],3.78741394073227
O=C(C1CCCCC1)n1cnc2ccccc21,[O][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],2.1034431972251717
Cc1cccc(N2C(=O)C[C@@H](NCc3ccc([S@@+](N)(=O)[OH2+])cc3)C2=O)c1,[C][C][=C][C][=C][C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][Branch1][N][C][C][=C][C][=C][Branch1][=Branch2][S@@+1][Branch1][C][N][=Branch1][C][=O][OH2+1][C][=C][Ring1][#Branch2][C][Ring2][Ring1][C][=O][=C][Ring2][Ring1][=Branch2],3.8610858421524252
N[S@+](=O)([OH2+])c1ccc(CN[C@H]2CC(=O)N(c3ccc(Cl)cc3)C2=O)cc1,[N][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][Branch2][Ring1][O][C][N][C@H1][C][C][=Branch1][C][=O][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][=N][=O][C][=C][Ring2][Ring1][=Branch1],3.829401226767808
N[S@+](=O)([OH2+])c1ccc(CNC(=O)C[C@@H]2NC(=O)N(CCc3ccccc3)C2=O)cc1,[N][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][C@@H1][N][C][=Branch1][C][=O][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][=O][C][=C][Ring2][Ring1][#Branch2],3.8113446711412395
O=C(Nc1ccccc1)N(CCc1ccncc1)C1CCCCC1,[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1],2.004658806156865
CC(=O)N[C@H]1C[C@H]2CN([S@@+](=O)([OH2+])c3ccccc3)CC(=O)N2C1,[C][C][=Branch1][C][=O][N][C@H1][C][C@H1][C][N][Branch1][S][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring1],4.542820674427936
Cc1cccc(C(=O)N2CCc3n[nH]c(C(=O)N[C@H]4CCCc5ccccc54)c3C2)c1,[C][C][=C][C][=C][C][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][N][C][C][C][=N][NH1][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=C][Ring2][Ring1][C][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=C],3.02494215913714
Cn1c(=O)n(C)c2cc([S@@+](=O)([OH2+])N[C@@H]3CCCc4ccccc43)ccc21,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][Branch2][Ring1][#Branch1][S@@+1][=Branch1][C][=O][Branch1][C][OH2+1][N][C@@H1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][Ring2][Ring2][Ring1][=Branch2],4.097130994944838
CC(=O)O/N=C1/c2ccccc2C(=O)c2n[n+]([O-])n(C)c21,[C][C][=Branch1][C][=O][O][/N][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][N][=N+1][Branch1][C][O-1][N][Branch1][C][C][C][=Ring1][#Branch1][Ring1][S],3.2899598008035227
Cc1cc(C(=O)N2CC[C@H]3C(=O)N(Cc4ccccc4)CC(=O)N3CC2)n(C)n1,[C][C][C][=C][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][N][C][C][C@H1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][#C][C][C][Ring2][Ring1][Ring2][N][Branch1][C][C][N][=Ring2][Ring1][N],2.882066679119758
CC(=O)N1CCc2cc(N3C[C@H](C(=O)NCc4ccncc4)CC3=O)ccc21,[C][C][=Branch1][C][=O][N][C][C][C][=C][C][Branch2][Ring1][=Branch2][N][C][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][#C][=O][=C][C][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][=Branch2],2.748999461735867
CCOC(=O)N1CCN(C(=O)c2c(N)no[n+]2[O-])CC1,[C][C][O][C][=Branch1][C][=O][N][C][C][N][Branch1][S][C][=Branch1][C][=O][C][C][Branch1][C][N][=N][O][N+1][=Ring1][=Branch1][O-1][C][C][Ring1][#C],2.855446704482347
O=C([O-])C[C@@H](c1ccccc1)c1ccc2c(c1)OCO2,[O][=C][Branch1][C][O-1][C][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],2.81414353474581
Cc1cc2nc(CSc3n[nH]c(N)n3)cc(=O)n2o1,[C][C][=C][C][=N][C][Branch1][=N][C][S][C][=N][NH1][C][Branch1][C][N][=N][Ring1][=Branch1][=C][C][=Branch1][C][=O][N][Ring1][#C][O][Ring2][Ring1][C],3.0394079178834907
CC(=O)Nn1ccc2c(cnc3ccnn32)c1=O,[C][C][=Branch1][C][=O][N][N][C][=C][C][=C][Branch1][N][C][=N][C][=C][C][=N][N][Ring1][Branch1][Ring1][=Branch2][C][Ring1][=N][=O],2.8406661047249475
Cc1nn(C)c(C)c1-c1cc(C(=O)N(C)Cc2ccnn2C)c2c(C)nn(C)c2n1,[C][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][C][=C][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][C][=N][N][Ring1][Branch1][C][=C][C][Branch1][C][C][=N][N][Branch1][C][C][C][Ring1][#Branch1][=N][Ring2][Ring1][=Branch1],2.843436321668772
Cc1cn2c(=O)cc(CSc3n[nH]c(N)n3)nc2s1,[C][C][=C][N][C][=Branch1][C][=O][C][=C][Branch1][=N][C][S][C][=N][NH1][C][Branch1][C][N][=N][Ring1][=Branch1][N][=C][Ring1][#C][S][Ring2][Ring1][C],2.904072020447595
Cc1cc2nc(SCC(=O)c3ccccc3)[nH]c2cc1C,[C][C][=C][C][N][=C][Branch1][#C][S][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][#C][C][=C][Ring2][Ring1][Ring1][C],2.0200036204321705
CCn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)[O-])c1C(N)=O,[C][C][N][N][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][P][C][Branch1][C][N][=O],3.580903556029366
Cn1c(=O)n([C@@H]2CCN(C(=O)c3cnccn3)C2)c2ncccc21,[C][N][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch1][C@@H1][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][C][Ring1][=N][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],2.995780022066567
O=C(c1cnc2ccccn2c1=O)N1CCOCC1,[O][=C][Branch1][S][C][=C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][Ring1][#Branch2][=O][N][C][C][O][C][C][Ring1][=Branch1],2.1485843281399024
